date,time,stream,section,elap,elap.min,elap.sec,method,netter1,netter2,bucket,species,lengthmm,weightg,comments,surveynotes,dum,streamnum,year,id,age
2021-10-05,13:40:00,Cliff,1,17.25,NA,NA,1 backpack,JB,SP,CG,SRC,74,4.06,NA,NA,0,4,2021,7489,age0
2021-10-05,13:40:00,Cliff,1,17.25,NA,NA,1 backpack,JB,SP,CG,SRC,55,1.69,NA,NA,0,4,2021,7490,age0
2021-10-05,13:40:00,Cliff,1,17.25,NA,NA,1 backpack,JB,SP,CG,SRC,63,2,NA,NA,0,4,2021,7491,age0
2021-10-05,13:40:00,Cliff,1,17.25,NA,NA,1 backpack,JB,SP,CG,SRC,70,2.8,NA,NA,0,4,2021,7492,age0
2021-10-05,13:40:00,Cliff,1,17.25,NA,NA,1 backpack,JB,SP,CG,SRC,77,5.32,NA,NA,0,4,2021,7493,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,50,1,NA,NA,0,4,2021,7494,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,59,1.65,NA,NA,0,4,2021,7495,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,60,1.76,NA,NA,0,4,2021,7496,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,63,2.33,NA,NA,0,4,2021,7497,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,63,2.09,NA,NA,0,4,2021,7498,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,63,2.2,NA,NA,0,4,2021,7499,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,49,0.91,NA,NA,0,4,2021,7500,age0
2021-10-05,14:25:00,Cliff,2,22.6,NA,NA,1 backpack,JB,SP,CG,SRC,59,1.82,NA,NA,0,4,2021,7501,age0
2021-10-05,15:19:00,Cliff,3,21.76666667,NA,NA,1 backpack,JB,SP,CG,SRC,59,1.9,NA,NA,0,4,2021,7502,age0
2021-10-05,15:19:00,Cliff,3,21.76666667,NA,NA,1 backpack,JB,SP,CG,SRC,65,2.57,NA,NA,0,4,2021,7503,age0
2021-10-05,15:19:00,Cliff,3,21.76666667,NA,NA,1 backpack,JB,SP,CG,SRC,46,0.88,NA,NA,0,4,2021,7504,age0
2021-10-05,15:19:00,Cliff,3,21.76666667,NA,NA,1 backpack,JB,SP,CG,SRC,66,2.56,NA,NA,0,4,2021,7505,age0
2021-10-05,15:19:00,Cliff,3,21.76666667,NA,NA,1 backpack,JB,SP,CG,SRC,60,1.9,NA,NA,0,4,2021,7506,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,59,1.86,NA,NA,0,4,2021,7507,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,66,2.17,NA,NA,0,4,2021,7508,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,67,2.76,NA,NA,0,4,2021,7509,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,63,2.45,NA,NA,0,4,2021,7510,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,59,1.75,NA,NA,0,4,2021,7511,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,65,2.17,NA,NA,0,4,2021,7512,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,63,2.49,NA,NA,0,4,2021,7513,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,65,2.45,NA,NA,0,4,2021,7514,age0
2021-10-05,15:57:00,Cliff,4,17.31666667,NA,NA,1 backpack,JB,SP,CG,SRC,63,1.3,NA,NA,0,4,2021,7515,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,49,1.12,NA,NA,NA,9,2021,7517,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,58,1.7,NA,NA,NA,9,2021,7518,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,46,0.82,NA,NA,NA,9,2021,7519,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,41,0.6,NA,NA,NA,9,2021,7520,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,64,2.55,NA,NA,NA,9,2021,7521,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,62,2,NA,NA,NA,9,2021,7522,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,52,1.3,NA,NA,NA,9,2021,7523,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,51,1.2,NA,NA,NA,9,2021,7524,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,48,1,NA,NA,NA,9,2021,7525,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,63,2.13,NA,NA,NA,9,2021,7526,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,68,3.3,NA,NA,NA,9,2021,7527,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,47,1.09,NA,NA,NA,9,2021,7528,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,53,1.45,NA,NA,NA,9,2021,7529,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,50,1.3,NA,NA,NA,9,2021,7530,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,65,2.25,NA,NA,NA,9,2021,7531,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,69,3.11,NA,NA,NA,9,2021,7532,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,53,1.43,NA,NA,NA,9,2021,7533,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,58,2,NA,NA,NA,9,2021,7534,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,51,1.21,NA,NA,NA,9,2021,7535,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,49,1.13,NA,NA,NA,9,2021,7536,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,62,2.47,NA,NA,NA,9,2021,7537,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,47,0.91,NA,NA,NA,9,2021,7538,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,58,1.61,NA,NA,NA,9,2021,7539,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,46,0.96,NA,NA,NA,9,2021,7540,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,52,1.2,NA,NA,NA,9,2021,7541,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,68,2.76,NA,NA,NA,9,2021,7542,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,58,1.82,NA,NA,NA,9,2021,7543,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,44,0.85,NA,NA,NA,9,2021,7544,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,51,1.21,NA,NA,NA,9,2021,7545,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,63,2.47,NA,NA,NA,9,2021,7546,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,50,1.43,NA,NA,NA,9,2021,7547,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,54,1.49,NA,NA,NA,9,2021,7548,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,53,1.5,NA,NA,NA,9,2021,7549,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,52,1.32,NA,NA,NA,9,2021,7550,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,52,1.16,NA,NA,NA,9,2021,7551,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,50,1.11,NA,NA,NA,9,2021,7552,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,68,3.07,NA,NA,NA,9,2021,7553,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,56,1.56,NA,NA,NA,9,2021,7554,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,50,1.11,NA,NA,NA,9,2021,7555,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,53,1.58,NA,NA,NA,9,2021,7556,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,53,1.34,NA,NA,NA,9,2021,7557,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,45,0.76,NA,NA,NA,9,2021,7558,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,52,1.18,NA,NA,NA,9,2021,7559,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,51,1.14,NA,NA,NA,9,2021,7560,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,43,1,NA,NA,NA,9,2021,7561,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,65,2.55,NA,NA,NA,9,2021,7562,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,55,1.58,NA,NA,NA,9,2021,7563,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,58,1.86,NA,NA,NA,9,2021,7564,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,58,1.67,NA,NA,NA,9,2021,7565,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7566,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7567,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7568,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7569,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7570,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7571,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7572,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7573,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7574,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7575,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7576,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7577,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7578,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7579,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7580,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7581,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7582,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7583,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7584,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7585,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7586,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7587,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7588,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7589,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7590,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7591,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7592,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7593,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7594,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7595,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7596,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7597,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7598,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7599,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7600,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7601,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7602,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7603,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7604,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7605,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7606,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7607,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7608,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7609,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7610,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7611,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7612,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7613,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7614,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7615,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7616,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7617,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7618,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7619,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7620,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7621,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7622,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7623,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7624,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7625,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7626,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7627,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7628,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7629,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7630,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7631,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7632,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7633,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7634,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7635,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7636,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7637,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7638,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7639,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7640,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7641,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7642,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7643,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7644,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7645,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7646,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7647,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7648,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7649,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7650,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7651,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7652,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7653,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7654,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7655,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7656,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7657,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7658,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7659,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7660,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7661,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7662,age0
2021-10-06,9:40:00,Lower Bar BC,1,46.35,NA,NA,1 backpack,JB,SP,CG,SRC,NA,NA,Additional count.,NA,NA,9,2021,7663,age0
