stream,tempsite,year,date,priordate,section,meantempper,Amedian,avgredds,elev,lat,lon,utm_n,utm_e,basin_areasqkm,springprev_point_norm,springprev_basinmean_norm,springprev_iew01km_norm,springprev_iew05km_norm,springprev_iew01km_log_norm,springprev_iew05km_log_norm,seclen,elap,catch,density,cpue,effabun,effden_permeter,prodwtmean,prodwtsd,prodlenmean,prodlensd,lenmean,lensd,lenmed,wtmean,wtsd,wtmed,growthwtmean,growthwtsd,growthlenmean,growthlensd,pvalue,slope_basin,slope_stream,forest_strbuff,loglakearea,ts,priorcatch,priorlenmean,priorwtmean,agr_len,igr_len,rgr_len,rgrl_len,sgr_len,agr_wt,igr_wt,rgr_wt,rgrl_wt,sgr_wt,doy,density_log,cpue_log,effden_permeter_log,avgredds_log,strid,yrid,sectid
Crystal,crystal_1A,2021,2021-08-09,2021-08-01,2,11.164895835,0.4219944688538333,NA,2140.13,43.610495073,-110.4261228265,4828772.838075726,546310.0604475742,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,29.01666667,29,0.19333333333333333,0.9994256173464188,17787,118.58,NA,NA,NA,NA,24.724137931034484,1.4613240504061946,25,0.1020689655172414,0.02833212592810344,0.1,NA,NA,NA,NA,NA,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,-1.5929086104828898,0.009381473387820867,4.775672165976704,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-08-09,2021-08-01,3,11.164895835,0.4219944688538333,NA,2141.71,43.6083621575,-110.4241757955,4828537.042852559,546468.8220151896,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,22.65,34,0.22666666666666663,1.501103752759382,22241,148.27333333333334,NA,NA,NA,NA,25.558823529411764,0.9595193389681276,25,0.11515151515151516,0.02451035650000986,0.11,NA,NA,NA,NA,NA,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,-1.4411025976148857,0.4128403458964631,4.999124858022666,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-08-09,2021-08-01,4,11.164895835,0.4219944688538333,NA,2143.7,43.606291785500005,-110.4228153175,4828307.868433229,546580.2099779086,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,24.71666667,51,0.34,2.063385030065626,31251,208.34,NA,NA,NA,NA,24.76,1.1876919823329444,25,0.1018,0.02654914580277758,0.1,NA,NA,NA,NA,NA,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,-1.0498221244986776,0.729182551887382,5.339219357868463,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,1,10.103015873142857,0.4219944688538333,NA,2138.09,43.611685907,-110.428974253,4828903.506899342,546079.049831779,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,13.48333333,4,0.02666666666666667,0.2966625464268634,4335,28.9,0.01911238095238095,0.01068533560571366,1.0533333333333337,0.4521179145349285,32.75,3.8622100754188224,34.5,0.2475,0.09287087810503356,0.265,4.50461908972315,2.1354906758138372,1.3946442583978822,0.554746840957465,0.397705,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,11,24.363636363636363,0.09363636363636364,0.39935064935064934,0.014086250208036883,0.016391257995735608,0.004411476868645341,1.418592891364323,0.007326839826839827,0.046285322551592095,0.07824780397595932,-0.019543389685972207,4.737320752425056,242,-3.3058872018578307,-1.1820073332619945,3.364187556028255,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,2,10.103015873142857,0.4219944688538333,NA,2140.13,43.610495073,-110.4261228265,4828772.838075726,546310.0604475742,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,21.9,26,0.17333333333333334,1.1872146118721465,23426,156.17333333333335,0.08307619047619048,0.09688152876660276,3.892571428571429,4.191938261618505,29.615384615384617,4.988602394073299,28.5,0.20615384615384616,0.1185943311655974,0.155,2.651000836259217,3.0266593226494996,0.8002388922106815,0.8338719881088439,0.320312,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,29,24.724137931034484,0.1020689655172414,0.23291650877857775,0.00859590315300481,0.009420611931072182,0.002679704694388241,0.8632954014294647,0.004956422887457369,0.033474952319606364,0.04855954855954854,-0.014668444007888932,3.4041543059819768,242,-1.69644928942373,0.1799977019604713,5.051030530901723,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,3,10.103015873142857,0.4219944688538333,NA,2141.71,43.6083621575,-110.4241757955,4828537.042852559,546468.8220151896,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,16.83333333,11,0.07333333333333333,0.6534653466640526,8881,59.20666666666666,0.04230285714285714,0.02732664975356935,0.8307619047619047,1.5412165090991454,28.09090909090909,4.482288376589473,28,0.23727272727272727,0.07862453931068965,0.23,3.2643040486612063,1.9767023971384292,0.425046281191792,0.7521045684986954,0.334473,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,34,25.558823529411764,0.11515151515151516,0.12057550292844407,0.004498257307149721,0.004717568584081816,0.0013879301006579409,0.45083896534872103,0.005815295815295815,0.034426735393827214,0.050501253132832075,-0.015927194980768087,3.5026194811648814,242,-2.4849066497880004,-0.41027865466114477,4.081203033798927,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,4,10.103015873142857,0.4219944688538333,NA,2143.7,43.606291785500005,-110.4228153175,4828307.868433229,546580.2099779086,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,17.95,29,0.19333333333333333,1.615598885793872,27743,184.95333333333335,0.10730920634920636,0.1099379436243435,5.617714285714285,4.367741243390335,30.58620689655172,4.679111953132852,31,0.2227586206896552,0.11880044948580604,0.23,3.1566586335722637,3.18764056976565,0.9446949029042108,0.7805583195622201,0.344482,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,51,24.76,0.1018,0.2774384236453199,0.01006284307174807,0.011205105963058152,0.0031355947698270582,1.0113643733800304,0.00575993431855501,0.0372894601273215,0.05658088721566808,-0.016321058706038484,3.79934350689628,242,-1.5929086104828898,0.4858762929895565,5.220157607236268,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,1,9.150026041375,0.4219944688538333,NA,2138.09,43.611685907,-110.428974253,4828903.506899342,546079.049831779,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,10.76666667,1,0.00666666666666666,0.09287925693718908,1225,8.166666666666666,9.36666666666666e-4,0.00338009657119561,-0.6170833333333327,0.45049509184031766,35,NA,35,0.27,NA,0.27,0.9718782439262782,2.5066894451004984,-5.3071382828673155,5.215577880998038,0.177734,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,4,32.75,0.2475,0.140625,0.004152818713009543,0.004293893129770993,0.0011902935559240178,0.4161453613562349,0.0014062500000000012,0.005438211061851869,0.005681818181818187,-0.0038946050166834244,0.5453024973179899,258,-4.094344562222101,-2.274199241135658,2.101284569602288,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,2,9.150026041375,0.4219944688538333,NA,2140.13,43.610495073,-110.4261228265,4828772.838075726,546310.0604475742,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,18.21666667,29,0.19333333333333333,1.5919487645760388,45083,300.55333333333334,0.4152558333333333,0.4817978052386412,10.5995,11.06558125473632,38.6551724137931,7.906940270009477,38,0.5586206896551724,0.404657916710708,0.5,6.349832256719514,5.375861091612713,1.6009389157639533,1.5630426006384928,0.617004,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,26,29.615384615384617,0.20615384615384616,0.5649867374005304,0.0166491635162149,0.019077474249888038,0.00491373051750659,1.6788533227833469,0.022029177718832893,0.06230299844941473,0.10685795162120433,-0.039453938137700505,6.42847725138147,258,-1.5929086104828898,0.47122086597245433,5.70565849161323,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,3,9.150026041375,0.4219944688538333,NA,2141.71,43.6083621575,-110.4241757955,4828537.042852559,546468.8220151896,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,16.5,16,0.10666666666666667,0.9696969696969696,15801,105.34,0.01637333333333333,0.13890239197623253,2.144,4.963904591472089,30.8125,6.379328595811109,28.5,0.256,0.19765771279808797,0.15,-0.938417889085878,5.189505823305298,0.6041343699199578,1.5638817600002757,0.171875,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,11,28.09090909090909,0.23727272727272727,0.17009943181818188,0.005779652981470873,0.006055319579288028,0.0017327976451627417,0.5796387399940706,0.0011704545454545457,0.004747951060074626,0.004932950191570883,-0.0033005230216762585,0.4759240439778267,258,-2.1484344131667874,-0.020511969729138598,4.657288140250198,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,4,9.150026041375,0.4219944688538333,NA,2143.7,43.606291785500005,-110.4228153175,4828307.868433229,546580.2099779086,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,18.06666667,24,0.16,1.3284132838877467,34161,227.74,0.2223,0.28739642779044194,6.848,8.442758801255438,37.041666666666664,7.315731510671498,37,0.43875,0.273310024633597,0.38,3.8744203113767304,5.69862633901203,1.17967415653259,1.542313366182353,0.449341,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,29,30.58620689655172,0.2227586206896552,0.4034662356321841,0.011968390802678364,0.013191117061255175,0.0034989676422424437,1.2040298578991582,0.013499461206896548,0.04236506299936887,0.06060129643962845,-0.028212031536568746,4.327527043945012,258,-1.7719568419318752,0.2914847958412725,5.428248536140067,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,1,7.05691666668,0.4219944688538333,NA,2138.09,43.611685907,-110.428974253,4828903.506899342,546079.049831779,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,15.45,21,0.14,1.3592233009708738,44894,299.29333333333335,0.3790248000000001,0.35068763731264313,15.389920000000002,7.505657151967634,45.42857142857143,8.818001069241422,46,0.9352380952380952,0.6324920477572745,0.84,4.216221038586456,2.3552384562050457,4.810756996900191,3.67829903616896,0.750351,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,1,35,0.27,0.4171428571428572,0.010431726889417998,0.011918367346938777,0.00293409441466834,1.0486327045176491,0.02660952380952381,0.04969516740746636,0.09855379188712521,-0.037954557979233784,5.0950683520881945,283,-1.897119984885881,0.3142436454745131,5.7014575518943085,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,2,7.05691666668,0.4219944688538333,NA,2140.13,43.610495073,-110.4261228265,4828772.838075726,546310.0604475742,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,20.8,52,0.3466666666666667,2.5,124613,830.7533333333333,0.7299413333333334,0.903309188338549,12.491093333333335,14.298965392811327,47.69047619047619,7.069301877555142,48,1.094047619047619,0.5327336749341334,1.0550000000000002,3.25807495798274,3.0960240358974596,0.8522168815776866,0.9757345101229424,0.516068,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,29,38.6551724137931,0.5586206896551724,0.36141215106732344,0.008402044971870559,0.009349645299689903,0.002298982019869655,0.8437441215887409,0.021417077175697862,0.02688675273065853,0.03833921222810111,-0.04617459107862952,2.7251462752935662,283,-1.030953640194295,0.9202827531436925,6.722344956860145,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,3,7.05691666668,0.4219944688538333,NA,2141.71,43.6083621575,-110.4241757955,4828537.042852559,546468.8220151896,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,17.96666667,19,0.12666666666666668,1.0575139144605727,36994,246.6266666666667,0.25168666666666667,0.2243688188828539,6.364240000000001,4.62466484462419,43.68421052631579,6.394899283186973,45,0.7557894736842106,0.4416045967639387,0.78,4.925676117881902,3.617554143099459,1.4195986353678045,0.980450102687458,0.645706,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,16,30.8125,0.256,0.5148684210526315,0.013962650792851772,0.016709725632539765,0.004073213188336427,1.4060583872387067,0.019991578947368423,0.04330341675824849,0.0780921052631579,-0.031780508725255265,4.425469116070513,283,-1.9902104079518932,0.06533250065917996,5.507916268511975,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,4,7.05691666668,0.4219944688538333,NA,2143.7,43.606291785500005,-110.4228153175,4828307.868433229,546580.2099779086,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,16.35,13,0.08666666666666667,0.7951070336391437,30440,202.93333333333337,0.2180394666666667,0.2157498164467125,3.666693333333334,3.713523686280804,47.69230769230769,8.518456583448822,47,1.0746153846153843,0.5782821598581928,0.92,3.963569674841661,3.426280813136254,1.032239561396212,1.01663430464831,0.618858,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,24,37.041666666666664,0.43875,0.42602564102564117,0.01010906861646566,0.011501254650860954,0.002798711832202135,1.0160337866431002,0.025434615384615375,0.0358315328003758,0.05797063335524871,-0.04349408050322671,3.648121869343246,283,-2.336486644669727,-0.21678004935969508,5.312926793932036,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,1,4.914247757086956,0.4219944688538333,NA,2138.09,43.611685907,-110.428974253,4828903.506899342,546079.049831779,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,16.25,14,0.09333333333333334,0.8615384615384616,33990,226.6,0.06604606060606062,0.3702800231091268,1.5446666666666669,5.393015964237468,48.42857142857143,9.427572374642418,49.5,1.08,0.6496507937701252,0.945,0.613682470572291,3.884836329305317,0.3180388760113118,1.198336388679677,0.410645,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,21,45.42857142857143,0.9352380952380952,0.13636363636363635,0.002906760209103339,0.003001715265866209,7.617014232636524e-4,0.2910988932862679,0.006580086580086585,0.006541598906055982,0.007035734123310503,-0.09770268745731006,0.6563041895826016,305,-2.2697952701710546,-0.13749528242162173,5.4232304782468335,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,2,4.914247757086956,0.4219944688538333,NA,2140.13,43.610495073,-110.4261228265,4828772.838075726,546310.0604475742,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,24,69,0.46,2.875,152413,1016.0866666666668,-0.09381909090909088,1.5000556503763876,3.5796363636363635,20.386752018719136,49.30434782608695,6.545123936412142,50,1.1065217391304347,0.4522350293145484,1.12,0.1570442282232915,2.883761691520697,0.19204788362169148,0.9199702785383496,0.275269,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,52,47.69047619047619,1.094047619047619,0.07335780161867107,0.0015127523170953459,0.001538206524205784,3.9142492357009467e-4,0.15138971040686844,5.670054583098085e-4,5.153316613206525e-4,5.182639662461798e-4,0.0057332822270261844,0.051546446749339836,305,-0.7550225842780327,1.0595248999600628,6.923723767969445,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,3,4.914247757086956,0.4219944688538333,NA,2141.71,43.6083621575,-110.4241757955,4828537.042852559,546468.8220151896,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,14.06666667,11,0.07333333333333333,0.7819905211417084,23471,156.47333333333333,0.05076666666666667,0.2494094704955322,0.595,3.585099587202742,45.36363636363637,9.13534594060594,42,0.9209090909090908,0.6602189719396823,0.71,0.5731289355060558,3.364584309708168,0.14651190500581593,1.0441531233272752,0.452637,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,19,43.68421052631579,0.7557894736842106,0.07633753806002633,0.0017147318785884138,0.0017474858110126511,4.53994680143073e-4,0.17162028719623912,0.0075054371465854645,0.008981748227662893,0.009930592324869347,-0.032078541163825414,0.9022205162228625,305,-2.4849066497880004,-0.23320585549474998,5.052949508036447,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,4,4.914247757086956,0.4219944688538333,NA,2143.7,43.606291785500005,-110.4228153175,4828307.868433229,546580.2099779086,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,15.2,8,0.05333333333333334,0.5263157894736842,19080,127.2,-0.00396121212121212,0.30400875836892943,-0.45818181818181825,3.911876189111427,46.75,15.097303448913364,41.5,1.1675,1.2547595102534304,0.61,-0.9461619283294364,4.693042061345964,-0.23889644408601635,1.4590679868618712,0.351807,18.823647135179257,10.984602944199825,0.4898873754348723,-0.832409247893453,0.4159081720788766,13,47.69230769230769,1.0746153846153843,-0.04283216783216788,-9.070847655865612e-4,-8.980938416422297e-4,-2.347060076760775e-4,-0.09066734885643246,0.004222027972027986,0.0037682679433446308,0.003928873560226472,0.05236409805632734,0.37753767915345016,305,-2.7593434954897607,-0.6230321319318071,4.84583926416812,NA,5,1,5.4
Spread,spread_1A,2021,2021-08-10,2021-08-01,1,13.05263888888889,0.7716407298946322,NA,2318,43.779467695,-110.3650365745,4847575.1735088695,551095.8580095271,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,150,19.31666667,1,0.00666666666666666,0.05176876616880608,1225,8.166666666666666,NA,NA,NA,NA,35,NA,35,0.4,NA,0.4,NA,NA,NA,NA,NA,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,-4.094344562222101,-2.7843574440762837,2.101284569602288,NA,11,1,11.1
Spread,spread_1A,2021,2021-08-10,2021-08-01,2,13.05263888888889,0.7716407298946322,NA,2319.73,43.778578813,-110.362539929,4847477.994470879,551297.524788437,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,20.6,6,0.04,0.2912621359223301,6485,43.233333333333334,NA,NA,NA,NA,32.5,5.431390245600108,34,0.2816666666666667,0.12237919213112444,0.29000000000000004,NA,NA,NA,NA,NA,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,-2.995732273553991,-1.199774509769347,3.7668430789148113,NA,11,1,11.2
Spread,spread_1A,2021,2021-08-10,2021-08-01,3,13.05263888888889,0.7716407298946322,NA,2323.67,43.7763801345,-110.36031036,4847235.184526519,551478.8287550255,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,150,28.41666667,7,0.04666666666666667,0.24633431082154436,7575,50.5,NA,NA,NA,NA,32.714285714285715,3.728908942943218,34,0.31142857142857144,0.1046308704332476,0.33,NA,NA,NA,NA,NA,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,-2.8705691305999848,-1.3612727848038462,3.9221713364799613,NA,11,1,11.3
Spread,spread_1A,2021,2021-08-10,2021-08-01,4,13.05263888888889,0.7716407298946322,NA,2325.02,43.774460606000005,-110.359695011,4847022.377248806,551529.9972250764,192.16591881262588,0.01783543826197304,0.06664397476336606,0.04131700012455974,0.05890219832919418,0.3965953836606836,0.4496747840637001,150,18.88333333,10,0.06666666666666667,0.5295675199522626,12268,81.78666666666666,NA,NA,NA,NA,35,1.4142135623730951,35,0.365,0.06168918507773915,0.375,NA,NA,NA,NA,NA,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,-2.5682882587270512,-0.6169873492840247,4.404236492982155,NA,11,1,11.4
Spread,spread_1A,2021,2021-08-31,2021-08-10,1,11.398174603904762,0.7716407298946322,NA,2318,43.779467695,-110.3650365745,4847575.1735088695,551095.8580095271,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,150,21.33333333,10,0.06666666666666667,0.46875000007324225,43110,287.4,0.16666666666666669,0.10931416317464963,8.960952380952381,3.609018569876505,46.1,5.8013408411810765,46,0.941,0.38193804035035145,0.92,3.719094534885065,1.716996598920533,5.864915137244149,4.240295974529552,0.494019,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,1,35,0.4,0.5285714285714287,0.0131173756434852,0.015102040816326533,0.003689477209156856,1.320378582694981,0.025761904761904757,0.040737075832257025,0.0644047619047619,-0.0444586793418008,4.157821345572055,243,-2.5682882587270512,-0.7365767383342948,5.660909767750806,NA,11,1,11.1
Spread,spread_1A,2021,2021-08-31,2021-08-10,2,11.398174603904762,0.7716407298946322,NA,2319.73,43.778578813,-110.362539929,4847477.994470879,551297.524788437,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,17,8,0.05333333333333334,0.4705882352941176,14600,97.33333333333331,0.10358349206349209,0.0885988637524766,2.623746031746032,2.1165308354965067,42.25,6.7559497587576205,40.5,0.69625,0.33848137741557194,0.6000000000000001,4.5588301490611665,3.664768302744553,1.3241084206541411,1.1092044958168132,0.477539,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,6,32.5,0.2816666666666667,0.4642857142857143,0.012493536403213849,0.014285714285714285,0.003588817801301929,1.257190666296104,0.019742063492063495,0.04309449774059188,0.0700901662440124,-0.034012190523637756,4.40365492842314,243,-2.7593434954897607,-0.7327444351843047,4.5782442480488355,NA,11,1,11.2
Spread,spread_1A,2021,2021-08-31,2021-08-10,3,11.398174603904762,0.7716407298946322,NA,2323.67,43.7763801345,-110.36031036,4847235.184526519,551478.8287550255,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,150,23.93333333,5,0.03333333333333333,0.20891364905416623,27472,183.14666666666668,0.1324126984126984,0.060178305332702,3.091587301587302,1.1673041401968252,52,7.3484692283495345,54,1.156,0.42169894474613046,1.14,6.09469803094999,2.679012635500096,2.168315501893037,0.8015244564210601,0.678596,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,7,32.714285714285715,0.31142857142857144,0.9183673469387754,0.02206818400392862,0.0280723643169058,0.006327228911577579,2.2313487520944086,0.04021768707482993,0.06245481154783339,0.1291393621668851,-0.053536430669268935,6.444635714775138,243,-3.138833117194664,-1.5190779234772818,5.210341888598758,NA,11,1,11.3
Spread,spread_1A,2021,2021-08-31,2021-08-10,4,11.398174603904762,0.7716407298946322,NA,2325.02,43.774460606000005,-110.359695011,4847022.377248806,551529.9972250764,192.16591881262588,0.01783543826197304,0.06664397476336606,0.04131700012455974,0.05890219832919418,0.3965953836606836,0.4496747840637001,150,11.11666667,1,0.00666666666666666,0.0899550224617826,2025,13.5,0.00841333333333332,0.00185185855241785,-0.38530158730158687,0.41449025140241297,45,NA,45,0.63,NA,0.63,2.666952771098305,0.766396749242363,-3.366954815256326,4.1199211635373985,0.355225,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,10,35,0.365,0.47619047619047616,0.011967353727662196,0.013605442176870748,0.0033660146687997713,1.2039249017826714,0.01261904761904762,0.025991545990623185,0.034572733202870194,-0.025788898748121434,2.633227181411635,243,-4.094344562222101,-2.303034969555507,2.6034301519721073,NA,11,1,11.4
Spread,spread_1A,2021,2021-09-16,2021-08-31,1,9.7404947915625,0.7716407298946322,NA,2318,43.779467695,-110.3650365745,4847575.1735088695,551095.8580095271,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,10,46.1,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,11,1,11.1
Spread,spread_1A,2021,2021-09-16,2021-08-31,2,9.7404947915625,0.7716407298946322,NA,2319.73,43.778578813,-110.362539929,4847477.994470879,551297.524788437,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,12.38333333,2,0.01333333333333333,0.16150740246608544,5202,34.68,0.03356666666666666,0.02710311320516664,0.7242499999999998,0.5180905860516626,51,0,51,1.1,0.08485281374238562,1.1,3.3570378803267618,2.805988126765881,1.2688452176230771,0.8928625777775205,0.421875,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,8,42.25,0.69625,0.546875,0.01176382993257144,0.012943786982248521,0.003142380663335962,1.1833295907976105,0.025234375000000003,0.02858479172156051,0.036243267504488336,-0.07895337391599723,2.8997257584522096,259,-3.757872325600888,-1.7631288502400873,3.5464514609816584,NA,11,1,11.2
Spread,spread_1A,2021,2021-09-16,2021-08-31,3,9.7404947915625,0.7716407298946322,NA,2323.67,43.7763801345,-110.36031036,4847235.184526519,551478.8287550255,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.711529590788023,8.619384015108146,0.5398329655112727,-2.3434070875143007,0.7065056301641371,5,52,1.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,11,1,11.3
