stream,date,priordate,section,year,catch,priorcatch,NRun,Run_Name,Species_Num,Species_txt,Initial_W,fit.to,fit.to.value,First_day,Last_day,N_indiv,Oxycal,calc.pop_mort,calc.spawn,calc.nut,calc.contaminant,Init_pred_conc,contam_eq,T_File,Diet_File,Prey_E_File,Indigest_Prey_File,Pred_E_File,Mort_File,Reprod_File,Contam_Prey_C_File,Contam_assim_File,Contam_TE_File,Phos_Ae_File,Phos_Co_Pred_File,Phos_Co_Prey_File,Nit_Ae_File,Nit_Co_Pred_File,Nit_Co_Prey_File,FB4_Log_File,Save_Daily_Output,Daily_Output_File
Lower Bar BC,2021-10-06,2021-09-13,4,2021,38,49,42,Lower Bar BC_2021-10-06_4_2021,23,Cutthroat trout,0.35973684210526313,Weight,0.9973469387755102,256,279,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_lowerbarbc_SG_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Lower Bar BC,2021-11-02,2021-10-06,1,2021,49,44,43,Lower Bar BC_2021-11-02_1_2021,23,Cutthroat trout,1.5787755102040817,Weight,2.0136363636363637,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_lowerbarbc_SG_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Lower Bar BC,2021-11-02,2021-10-06,2,2021,45,49,44,Lower Bar BC_2021-11-02_2_2021,23,Cutthroat trout,1.1304444444444444,Weight,1.539591836734694,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_lowerbarbc_SG_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Lower Bar BC,2021-11-02,2021-10-06,3,2021,49,42,45,Lower Bar BC_2021-11-02_3_2021,23,Cutthroat trout,1.0722448979591837,Weight,1.4357142857142857,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_lowerbarbc_SG_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Lower Bar BC,2021-11-02,2021-10-06,4,2021,49,41,46,Lower Bar BC_2021-11-02_4_2021,23,Cutthroat trout,0.9973469387755102,Weight,1.5995121951219513,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_lowerbarbc_SG_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-08-22,2021-08-06,1,2021,50,50,47,3 Channel_2021-08-22_1_2021,23,Cutthroat trout,0.1118,Weight,0.2438,218,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-08-22,2021-08-06,2,2021,50,40,48,3 Channel_2021-08-22_2_2021,23,Cutthroat trout,0.151,Weight,0.2575,218,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-08-22,2021-08-06,3,2021,97,34,49,3 Channel_2021-08-22_3_2021,23,Cutthroat trout,0.1720618556701031,Weight,0.32,218,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-08-22,2021-08-06,4,2021,100,50,50,3 Channel_2021-08-22_4_2021,23,Cutthroat trout,0.1427,Weight,0.1784,218,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-09-14,2021-08-22,1,2021,50,47,51,3 Channel_2021-09-14_1_2021,23,Cutthroat trout,0.2438,Weight,0.8525531914893617,234,257,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-09-14,2021-08-22,2,2021,40,44,52,3 Channel_2021-09-14_2_2021,23,Cutthroat trout,0.2575,Weight,0.6875,234,257,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-09-14,2021-08-22,3,2021,34,23,53,3 Channel_2021-09-14_3_2021,23,Cutthroat trout,0.32,Weight,1.5265217391304349,234,257,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-09-14,2021-08-22,4,2021,50,50,54,3 Channel_2021-09-14_4_2021,23,Cutthroat trout,0.1784,Weight,0.975,234,257,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-10-06,2021-09-14,1,2021,47,50,55,3 Channel_2021-10-06_1_2021,23,Cutthroat trout,0.8525531914893617,Weight,2.3094,257,279,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-10-06,2021-09-14,2,2021,44,49,56,3 Channel_2021-10-06_2_2021,23,Cutthroat trout,0.6875,Weight,2.766530612244898,257,279,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-10-06,2021-09-14,3,2021,23,49,57,3 Channel_2021-10-06_3_2021,23,Cutthroat trout,1.5265217391304349,Weight,3.2448979591836733,257,279,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-10-06,2021-09-14,4,2021,50,50,58,3 Channel_2021-10-06_4_2021,23,Cutthroat trout,0.975,Weight,2.6188,257,279,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-11-02,2021-10-06,1,2021,50,49,59,3 Channel_2021-11-02_1_2021,23,Cutthroat trout,2.3094,Weight,2.486938775510204,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-11-02,2021-10-06,2,2021,49,50,60,3 Channel_2021-11-02_2_2021,23,Cutthroat trout,2.766530612244898,Weight,2.6056,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-11-02,2021-10-06,3,2021,49,50,61,3 Channel_2021-11-02_3_2021,23,Cutthroat trout,3.2448979591836733,Weight,3.3404,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
3 Channel,2021-11-02,2021-10-06,4,2021,50,50,62,3 Channel_2021-11-02_4_2021,23,Cutthroat trout,2.6188,Weight,2.6946,279,306,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_threechannel_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-08-23,2021-08-07,1,2021,24,9,63,Flat_2021-08-23_1_2021,23,Cutthroat trout,0.22666666666666668,Weight,0.38555555555555554,219,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-08-23,2021-08-07,2,2021,25,4,64,Flat_2021-08-23_2_2021,23,Cutthroat trout,0.2132,Weight,0.43,219,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-08-23,2021-08-07,3,2021,3,5,65,Flat_2021-08-23_3_2021,23,Cutthroat trout,0.11333333333333334,Weight,0.228,219,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-08-23,2021-08-07,4,2021,9,24,66,Flat_2021-08-23_4_2021,23,Cutthroat trout,0.11888888888888889,Weight,0.13833333333333334,219,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-09-15,2021-08-23,1,2021,9,8,67,Flat_2021-09-15_1_2021,23,Cutthroat trout,0.38555555555555554,Weight,1.1175,235,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-09-15,2021-08-23,2,2021,4,8,68,Flat_2021-09-15_2_2021,23,Cutthroat trout,0.43,Weight,0.97375,235,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-09-15,2021-08-23,3,2021,5,15,69,Flat_2021-09-15_3_2021,23,Cutthroat trout,0.228,Weight,0.5986666666666667,235,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-09-15,2021-08-23,4,2021,24,22,70,Flat_2021-09-15_4_2021,23,Cutthroat trout,0.13833333333333334,Weight,0.4340909090909091,235,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-10-10,2021-09-15,1,2021,8,4,71,Flat_2021-10-10_1_2021,23,Cutthroat trout,1.1175,Weight,1.4125,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-10-10,2021-09-15,2,2021,8,1,72,Flat_2021-10-10_2_2021,23,Cutthroat trout,0.97375,Weight,0.51,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-10-10,2021-09-15,3,2021,15,1,73,Flat_2021-10-10_3_2021,23,Cutthroat trout,0.5986666666666667,Weight,1.25,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-10-10,2021-09-15,4,2021,22,9,74,Flat_2021-10-10_4_2021,23,Cutthroat trout,0.4340909090909091,Weight,0.8788888888888889,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-11-01,2021-10-10,3,2021,1,1,75,Flat_2021-11-01_3_2021,23,Cutthroat trout,1.25,Weight,4.65,283,305,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Flat,2021-11-01,2021-10-10,4,2021,9,8,76,Flat_2021-11-01_4_2021,23,Cutthroat trout,0.8788888888888889,Weight,1.285,283,305,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_flat_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-08-22,2021-08-08,1,2021,31,20,77,Fish_2021-08-22_1_2021,23,Cutthroat trout,0.1638709677419355,Weight,0.521,220,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-08-22,2021-08-08,2,2021,23,20,78,Fish_2021-08-22_2_2021,23,Cutthroat trout,0.22782608695652176,Weight,0.415,220,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-08-22,2021-08-08,3,2021,28,18,79,Fish_2021-08-22_3_2021,23,Cutthroat trout,0.2257142857142857,Weight,0.34500000000000003,220,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-08-22,2021-08-08,4,2021,31,12,80,Fish_2021-08-22_4_2021,23,Cutthroat trout,0.19548387096774195,Weight,0.5083333333333333,220,234,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-09-12,2021-08-22,1,2021,20,2,81,Fish_2021-09-12_1_2021,23,Cutthroat trout,0.521,Weight,1.0050000000000001,234,255,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-09-12,2021-08-22,2,2021,20,5,82,Fish_2021-09-12_2_2021,23,Cutthroat trout,0.415,Weight,1.42,234,255,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-09-12,2021-08-22,3,2021,18,6,83,Fish_2021-09-12_3_2021,23,Cutthroat trout,0.34500000000000003,Weight,1.8066666666666666,234,255,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-09-12,2021-08-22,4,2021,12,4,84,Fish_2021-09-12_4_2021,23,Cutthroat trout,0.5083333333333333,Weight,1.895,234,255,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
