stream,date,section,seclen,elap,catch,density,cpue,year,effabun,effden_permeter
Fish,2022-10-31,1,150,22.53333333,73,0.4866666666666667,3.2396449708934383,2022,329797,2198.6466666666665
Fish,2022-10-31,2,150,21.86666667,51,0.34,2.3323170728151954,2022,251341,1675.6066666666666
Fish,2022-10-31,3,150,22.06666667,78,0.52,3.534743201882969,2022,484443,3229.62
Fish,2022-10-31,4,150,21.45,96,0.64,4.475524475524476,2022,894310,5962.066666666667
Flat,2021-08-07,1,150,19.13333333,24,0.16,1.254355400915393,2021,22263,148.42
Flat,2021-08-07,2,150,16.61666667,25,0.16666666666666666,1.5045135403200574,2021,21631,144.20666666666668
Flat,2021-08-07,3,150,14.98333333,3,0.02,0.20022246945499944,2021,2030,13.533333333333333
Flat,2021-08-07,4,150,15.93333333,9,0.06,0.5648535566035259,2021,5629,37.526666666666664
Flat,2021-08-23,1,150,13.36666667,9,0.06,0.673316708061517,2021,12314,82.09333333333333
Flat,2021-08-23,2,150,14.7,4,0.02666666666666667,0.272108843537415,2021,5526,36.84
Flat,2021-08-23,3,150,11.01666667,5,0.03333333333333333,0.4538577910880915,2021,4660,31.066666666666666
Flat,2021-08-23,4,150,19,24,0.16,1.263157894736842,2021,17202,114.68
Flat,2021-09-15,1,150,12.86666667,8,0.05333333333333334,0.6217616578700099,2021,19126,127.50666666666666
Flat,2021-09-15,2,150,15.75,8,0.05333333333333334,0.5079365079365079,2021,18811,125.40666666666667
Flat,2021-09-15,3,150,13.65,15,0.1,1.0989010989010988,2021,24681,164.54
Flat,2021-09-15,4,150,20.88333333,22,0.14666666666666667,1.0534716681649596,2021,30324,202.16
Flat,2021-10-10,1,150,17.45,4,0.02666666666666667,0.22922636103151864,2021,10885,72.56666666666666
Flat,2021-10-10,2,150,19.91666667,1,0.006666666666666667,0.050209205012517286,2021,1681,11.206666666666667
Flat,2021-10-10,3,150,19.66666667,1,0.006666666666666667,0.05084745761850043,2021,2601,17.34
Flat,2021-10-10,4,150,23.3,9,0.06,0.38626609442060084,2021,17993,119.95333333333333
Flat,2021-11-01,1,150,16.18333333,2,0.013333333333333334,0.12358393411402346,2021,7345,48.96666666666667
Flat,2021-11-01,2,150,22.5,9,0.06,0.4,2021,30720,204.8
Flat,2021-11-01,3,150,16.73333333,1,0.006666666666666667,0.059760956187203375,2021,5184,34.56
Flat,2021-11-01,4,150,25.48333333,8,0.05333333333333334,0.3139306736839674,2021,21348,142.32
Flat,2022-08-06,1,150,20.08333333,3,0.02,0.14937759338578882,2022,2561,17.073333333333334
Flat,2022-08-06,2,150,NA,0,0,0,NA,0,0
Flat,2022-08-06,3,150,NA,0,0,0,NA,0,0
Flat,2022-08-06,4,150,NA,0,0,0,NA,0,0
Flat,2022-08-26,1,150,16.36666667,2,0.013333333333333334,0.12219959264313654,2022,2665,17.766666666666666
Flat,2022-08-26,2,150,15.21666667,1,0.006666666666666667,0.06571741510060955,2022,1849,12.326666666666666
Flat,2022-08-26,3,150,NA,0,0,0,NA,0,0
Flat,2022-08-26,4,150,15.9,4,0.02666666666666667,0.25157232704402516,2022,5114,34.093333333333334
Flat,2022-09-17,1,150,16.88333333,19,0.12666666666666668,1.1253701877838835,2022,49527,330.18
Flat,2022-09-17,2,150,13.66666667,2,0.013333333333333334,0.1463414633789411,2022,6617,44.11333333333334
Flat,2022-09-17,3,150,NA,0,0,0,NA,0,0
Flat,2022-09-17,4,150,NA,0,0,0,NA,0,0
Flat,2022-10-03,1,150,12.08333333,3,0.02,0.2482758621374554,2022,8790,58.6
Flat,2022-10-03,2,150,16.33333333,2,0.013333333333333334,0.12244897961682634,2022,7514,50.093333333333334
Flat,2022-10-03,3,150,11.95,1,0.006666666666666667,0.08368200836820085,2022,7688,51.25333333333333
Flat,2022-10-03,4,150,18.41666667,5,0.03333333333333333,0.2714932126205442,2022,5319,35.46
Flat,2022-10-31,1,150,16.684009007567568,5,0.03333333333333333,0.2996881623434805,2022,16914,112.76
Flat,2022-10-31,2,150,13.33333333,1,0.006666666666666667,0.07500000001875,2022,5776,38.50666666666667
Flat,2022-10-31,3,150,NA,0,0,0,NA,0,0
Flat,2022-10-31,4,150,16.61666667,1,0.006666666666666667,0.0601805416128023,2022,2809,18.726666666666667
Lower Bar BC,2021-08-06,1,150,19.76666667,64,0.4266666666666667,3.237774029808133,2021,46574,310.49333333333334
Lower Bar BC,2021-08-06,2,150,26.06666667,65,0.43333333333333335,2.4936061377885412,2021,39177,261.18
Lower Bar BC,2021-08-06,3,150,17.88333333,20,0.13333333333333333,1.118359739257849,2021,11358,75.72
Lower Bar BC,2021-08-06,4,150,22.46666667,2,0.013333333333333334,0.08902077150014528,2021,2120,14.133333333333333
Lower Bar BC,2021-08-21,1,150,21.71666667,85,0.5666666666666667,3.9140445120623113,2021,59942,399.61333333333334
Lower Bar BC,2021-08-21,2,150,28.31666667,142,0.9466666666666667,5.0147145373731945,2021,87339,582.26
Lower Bar BC,2021-08-21,3,150,18.13333333,63,0.42,3.4742647065210046,2021,37925,252.83333333333334
Lower Bar BC,2021-09-13,1,150,16.78333333,42,0.28,2.502482622145478,2021,66685,444.56666666666666
Lower Bar BC,2021-09-13,2,150,23.43333333,47,0.31333333333333335,2.005689900712047,2021,59895,399.3
Lower Bar BC,2021-09-13,3,150,19.55,33,0.22,1.6879795396419437,2021,46680,311.2
Lower Bar BC,2021-09-13,4,150,24.83333333,38,0.25333333333333335,1.5302013424872754,2021,44016,293.44
Lower Bar BC,2021-10-06,1,150,46.35,173,1.1533333333333333,3.7324703344120818,2021,720658,4804.386666666666
Lower Bar BC,2021-10-06,2,150,45.06666667,227,1.5133333333333334,5.036982248148153,2021,278973,1859.82
Lower Bar BC,2021-10-06,3,150,56.65,141,0.94,2.4889673433362756,2021,245808,1638.72
Lower Bar BC,2021-10-06,4,150,40.21666667,113,0.7533333333333333,2.809780356169931,2021,248249,1654.9933333333333
Lower Bar BC,2021-11-02,1,150,24.5,69,0.46,2.816326530612245,2021,260332,1735.5466666666666
Lower Bar BC,2021-11-02,2,150,25.81666667,100,0.6666666666666666,3.873466752243581,2021,263827,1758.8466666666666
Lower Bar BC,2021-11-02,3,150,25.81666667,42,0.28,1.6268560359423039,2021,122282,815.2133333333334
Lower Bar BC,2021-11-02,4,150,24.5,41,0.2733333333333333,1.6734693877551021,2021,118582,790.5466666666666
Lower Bar BC,2022-08-08,1,150,NA,0,0,0,NA,0,0
Lower Bar BC,2022-08-08,2,150,NA,0,0,0,NA,0,0
Lower Bar BC,2022-08-08,3,150,23.91666667,1,0.006666666666666667,0.04181184668406803,2022,900,6
Lower Bar BC,2022-08-08,4,150,NA,0,0,0,NA,0,0
Lower Bar BC,2022-08-29,1,150,25,29,0.19333333333333333,1.16,2022,20290,135.26666666666668
Lower Bar BC,2022-08-29,2,150,22.7,39,0.26,1.7180616740088106,2022,27711,184.74
Lower Bar BC,2022-08-29,3,150,22.6,27,0.18,1.1946902654867255,2022,18357,122.38
Lower Bar BC,2022-08-29,4,150,20.2,16,0.10666666666666667,0.7920792079207921,2022,10940,72.93333333333334
Lower Bar BC,2022-09-17,1,150,22.55,60,0.4,2.6607538802660753,2022,73487,489.91333333333336
Lower Bar BC,2022-09-17,2,150,27.5,89,0.5933333333333334,3.2363636363636363,2022,112679,751.1933333333334
Lower Bar BC,2022-09-17,3,150,21.63333333,35,0.23333333333333334,1.617873652021244,2022,40714,271.4266666666667
Lower Bar BC,2022-09-17,4,150,24.05,28,0.18666666666666668,1.1642411642411643,2022,33046,220.30666666666667
Lower Bar BC,2022-10-02,1,150,24.61666667,32,0.21333333333333335,1.2999322950169354,2022,58216,388.1066666666667
Lower Bar BC,2022-10-02,2,150,26.38333333,60,0.4,2.274162981967677,2022,89864,599.0933333333334
Lower Bar BC,2022-10-02,3,150,19.38333333,29,0.19333333333333333,1.4961306967319228,2022,44827,298.8466666666667
Lower Bar BC,2022-10-02,4,150,24.75,17,0.11333333333333333,0.6868686868686869,2022,24673,164.48666666666668
Lower Bar BC,2022-10-29,1,150,21.11666667,54,0.36,2.557221783337455,2022,149654,997.6933333333334
Lower Bar BC,2022-10-29,2,150,18.68333333,32,0.21333333333333335,1.7127564677453624,2022,76129,507.52666666666664
Lower Bar BC,2022-10-29,3,150,24.35,72,0.48,2.9568788501026693,2022,231021,1540.14
Lower Bar BC,2022-10-29,4,150,31.19581699447059,40,0.26666666666666666,1.2822231905992376,2022,98863,659.0866666666667
Mosquito,2022-08-02,1,150,28.53333333,14,0.09333333333333334,0.490654205664796,2022,9082,60.54666666666667
Mosquito,2022-08-02,2,150,32.95,9,0.06,0.2731411229135053,2022,5808,38.72
Mosquito,2022-08-02,3,150,25.38333333,27,0.18,1.06369008549753,2022,18349,122.32666666666667
Mosquito,2022-08-02,4,150,28,5,0.03333333333333333,0.17857142857142858,2022,4532,30.213333333333335
Mosquito,2022-08-23,1,150,26.15,40,0.26666666666666666,1.529636711281071,2022,57403,382.68666666666667
Mosquito,2022-08-23,2,150,27.21666667,23,0.15333333333333332,0.8450704224317122,2022,34002,226.68
Mosquito,2022-08-23,3,150,24.15,36,0.24,1.4906832298136647,2022,51631,344.20666666666665
Mosquito,2022-08-23,4,150,27.88333333,36,0.24,1.2910938435494435,2022,51487,343.24666666666667
Mosquito,2022-09-10,1,150,24.31666667,30,0.2,1.2337217270412992,2022,66500,443.3333333333333
Mosquito,2022-09-10,2,150,22.5,25,0.16666666666666666,1.1111111111111112,2022,57308,382.05333333333334
Mosquito,2022-09-10,3,150,23.65,29,0.19333333333333333,1.226215644820296,2022,61083,407.22
Mosquito,2022-09-10,4,150,23,27,0.18,1.173913043478261,2022,62146,414.3066666666667
Mosquito,2022-10-01,1,150,20.31666667,21,0.14,1.0336341261634727,2022,113650,757.6666666666666
Mosquito,2022-10-01,2,150,23.85,17,0.11333333333333333,0.7127882599580713,2022,49316,328.7733333333333
Mosquito,2022-10-01,3,150,18.76666667,14,0.09333333333333334,0.7460035522653635,2022,75102,500.68
Mosquito,2022-10-01,4,150,21.93333333,18,0.12,0.8206686931338403,2022,49796,331.97333333333336
Mosquito,2022-10-27,1,150,NA,0,0,0,NA,0,0
Mosquito,2022-10-27,2,150,23.58333333,4,0.02666666666666667,0.16961130744446803,2022,9420,62.8
Mosquito,2022-10-27,3,150,NA,0,0,0,NA,0,0
Mosquito,2022-10-27,4,150,20,1,0.006666666666666667,0.05,2022,2704,18.026666666666667
Spread,2021-08-10,1,150,19.31666667,1,0.006666666666666667,0.05176876616880608,2021,1225,8.166666666666666
Spread,2021-08-10,2,150,20.6,6,0.04,0.2912621359223301,2021,6485,43.233333333333334
Spread,2021-08-10,3,150,28.41666667,7,0.04666666666666667,0.24633431082154436,2021,7575,50.5
Spread,2021-08-10,4,150,18.88333333,10,0.06666666666666667,0.5295675199522626,2021,12268,81.78666666666666
Spread,2021-08-31,1,150,21.33333333,10,0.06666666666666667,0.46875000007324225,2021,43110,287.4
Spread,2021-08-31,2,150,17,8,0.05333333333333334,0.47058823529411764,2021,14600,97.33333333333333
Spread,2021-08-31,3,150,23.93333333,5,0.03333333333333333,0.20891364905416623,2021,27472,183.14666666666668
Spread,2021-08-31,4,150,11.11666667,1,0.006666666666666667,0.0899550224617826,2021,2025,13.5
Spread,2021-09-16,1,150,NA,0,0,0,NA,0,0
Spread,2021-09-16,2,150,12.38333333,2,0.013333333333333334,0.16150740246608544,2021,5202,34.68
Spread,2021-09-16,3,150,NA,0,0,0,NA,0,0
Spread,2021-09-16,4,150,9.766666667,2,0.013333333333333334,0.204778156989598,2021,5162,34.413333333333334
Spread,2021-10-04,1,150,26.68333333,2,0.013333333333333334,0.07495315428793918,2021,6970,46.46666666666667
Spread,2021-10-04,2,150,19.28333333,8,0.05333333333333334,0.414866032915275,2021,23163,154.42
Spread,2021-10-04,3,150,39.2,6,0.04,0.1530612244897959,2021,20395,135.96666666666667
Spread,2021-10-04,4,80,17.2,2,0.025,0.11627906976744186,2021,6994,87.425
Spread,2021-10-30,1,150,20.85,12,0.08,0.5755395683453237,2021,225108,1500.72
Spread,2021-10-30,2,150,25.2,13,0.08666666666666667,0.5158730158730159,2021,37664,251.09333333333333
Spread,2021-10-30,3,150,32,4,0.02666666666666667,0.125,2021,12942,86.28
Spread,2021-10-30,4,150,17.28333333,2,0.013333333333333334,0.11571841853726487,2021,7208,48.053333333333335
Spread,2022-08-09,1,150,19.33333333,5,0.03333333333333333,0.2586206896997622,2022,2943,19.62
Spread,2022-08-09,2,150,22.33333333,14,0.09333333333333334,0.6268656717353531,2022,8251,55.00666666666667
Spread,2022-08-09,3,150,38.46666667,25,0.16666666666666666,0.64991334483103,2022,16161,107.74
Spread,2022-08-09,4,150,23.01666667,14,0.09333333333333334,0.608254887674402,2022,18460,123.06666666666666
Spread,2022-08-28,1,150,15.48333333,4,0.02666666666666667,0.25834230360782395,2022,5478,36.52
Spread,2022-08-28,2,150,15.05,3,0.02,0.19933554817275748,2022,4734,31.56
Spread,2022-08-28,3,150,28.48333333,5,0.03333333333333333,0.1755412522148088,2022,6950,46.333333333333336
Spread,2022-08-28,4,150,NA,0,0,0,NA,0,0
Spread,2022-09-12,1,150,17.16666667,8,0.05333333333333334,0.4660194173852389,2022,15826,105.50666666666666
Spread,2022-09-12,2,150,17.53333333,4,0.02666666666666667,0.22813688217264957,2022,8658,57.72
Spread,2022-09-12,3,150,24.28333333,10,0.06666666666666667,0.41180507898583457,2022,17883,119.22
Spread,2022-09-12,4,150,16.41666667,2,0.013333333333333334,0.12182741114277615,2022,3617,24.113333333333333
Spread,2022-10-12,1,150,14.85,7,0.04666666666666667,0.4713804713804714,2022,37688,251.25333333333333
Spread,2022-10-12,2,150,15,5,0.03333333333333333,0.3333333333333333,2022,22976,153.17333333333335
Spread,2022-10-12,3,150,22.18333333,6,0.04,0.2704733283652101,2022,33612,224.08
Spread,2022-10-12,4,150,14.38333333,1,0.006666666666666667,0.06952491310997101,2022,5832,38.88
Spread,2022-10-26,1,150,NA,0,0,0,NA,0,0
Spread,2022-10-26,2,150,NA,0,0,0,NA,0,0
Spread,2022-10-26,3,150,NA,0,0,0,NA,0,0
Spread,2022-10-26,4,150,NA,0,0,0,NA,0,0
Upper Bar BC,2021-08-05,1,150,31.65,102,0.68,3.2227488151658767,2021,71214,474.76
Upper Bar BC,2021-08-05,2,111,27.8,70,0.6306306306306306,2.5179856115107913,2021,36396,327.8918918918919
Upper Bar BC,2021-08-05,3,150,17.45,13,0.08666666666666667,0.7449856733524356,2021,7596,50.64
Upper Bar BC,2021-08-05,4,150,27.11666667,20,0.13333333333333333,0.7375537798724581,2021,10620,70.8
Upper Bar BC,2021-08-20,1,150,33.5,129,0.86,3.8507462686567164,2021,82019,546.7933333333333
Upper Bar BC,2021-08-20,2,111,28.83333333,173,1.5585585585585586,6.000000000693642,2021,103778,934.936936936937
Upper Bar BC,2021-08-20,3,150,17.16666667,38,0.25333333333333335,2.213592232579885,2021,36365,242.43333333333334
Upper Bar BC,2021-08-20,4,150,29.88333333,121,0.8066666666666666,4.049079755052881,2021,100204,668.0266666666666
Upper Bar BC,2021-09-09,1,150,22,37,0.24666666666666667,1.6818181818181819,2021,61743,411.62
Upper Bar BC,2021-09-09,2,111,18.08333333,75,0.6756756756756757,4.147465438552529,2021,85562,770.8288288288288
Upper Bar BC,2021-09-09,3,150,15.95,9,0.06,0.5642633228840126,2021,16540,110.26666666666667
Upper Bar BC,2021-09-09,4,150,35.76666667,86,0.5733333333333334,2.4044734387321087,2021,113197,754.6466666666666
Upper Bar BC,2021-10-09,1,150,25.91666667,174,1.16,6.7138263656959705,2021,355532,2370.213333333333
Upper Bar BC,2021-10-09,2,111,25.36666667,196,1.7657657657657657,7.726675426054313,2021,473137,4262.495495495496
Upper Bar BC,2021-10-09,3,150,23.51666667,86,0.5733333333333334,3.6569808641166577,2021,225615,1504.1
Upper Bar BC,2021-10-09,4,150,26.6,93,0.62,3.496240601503759,2021,229544,1530.2933333333333
Upper Bar BC,2021-11-04,1,150,38.4,141,0.94,3.671875,2021,619077,4127.18
Upper Bar BC,2021-11-04,2,111,31.63333333,97,0.8738738738738738,3.066385669448513,2021,217407,1958.6216216216217
Upper Bar BC,2021-11-04,3,150,30.33333333,92,0.6133333333333333,3.0329670333003262,2021,487881,3252.54
Upper Bar BC,2021-11-04,4,150,33.61666667,109,0.7266666666666667,3.2424392659154746,2021,316636,2110.9066666666668
Upper Bar BC,2022-08-04,1,150,24.95,23,0.15333333333333332,0.9218436873747495,2022,17813,118.75333333333333
Upper Bar BC,2022-08-04,2,111,25.01666667,2,0.018018018018018018,0.07994670218788186,2022,968,8.72072072072072
Upper Bar BC,2022-08-04,3,150,NA,0,0,0,NA,0,0
Upper Bar BC,2022-08-04,4,150,NA,0,0,0,NA,0,0
Upper Bar BC,2022-08-25,1,106,19.5,103,0.9716981132075472,5.282051282051282,2022,89280,842.2641509433962
Upper Bar BC,2022-08-25,2,111,24.4,114,1.027027027027027,4.672131147540984,2022,78027,702.9459459459459
Upper Bar BC,2022-08-25,3,150,21.2,73,0.4866666666666667,3.4433962264150946,2022,45362,302.41333333333336
Upper Bar BC,2022-08-25,4,150,25.3,85,0.5666666666666667,3.359683794466403,2022,50540,336.93333333333334
Upper Bar BC,2022-09-14,1,150,29.38333333,159,1.06,5.411230857108478,2022,283795,1891.9666666666667
Upper Bar BC,2022-09-14,2,111,24.56666667,94,0.8468468468468469,3.8263229302813673,2022,151189,1362.063063063063
Upper Bar BC,2022-09-14,3,150,26,165,1.1,6.346153846153846,2022,210400,1402.6666666666667
Upper Bar BC,2022-09-14,4,150,24,82,0.5466666666666666,3.4166666666666665,2022,98405,656.0333333333333
Upper Bar BC,2022-10-04,1,150,29.31666667,168,1.12,5.730528708842464,2022,394007,2626.713333333333
Upper Bar BC,2022-10-04,2,111,26.05,74,0.6666666666666666,2.840690978886756,2022,185360,1669.9099099099099
Upper Bar BC,2022-10-04,3,150,25.61666667,121,0.8066666666666666,4.723487312332662,2022,239345,1595.6333333333334
Upper Bar BC,2022-10-04,4,150,28.08333333,109,0.7266666666666667,3.881305638442885,2022,298548,1990.32
Upper Bar BC,2022-11-01,1,150,25.16666667,112,0.7466666666666667,4.450331125238367,2022,323106,2154.04
Upper Bar BC,2022-11-01,2,111,28.28333333,118,1.063063063063063,4.172068356413915,2022,399608,3600.072072072072
Upper Bar BC,2022-11-01,3,150,22.36666667,155,1.0333333333333334,6.929955289578248,2022,477583,3183.8866666666668
Upper Bar BC,2022-11-01,4,150,32.35,207,1.38,6.398763523956723,2022,726907,4846.046666666667
Willow,2021-08-12,1,150,NA,0,0,0,NA,0,0
Willow,2021-08-12,2,150,NA,0,0,0,NA,0,0
Willow,2021-08-12,3,150,NA,0,0,0,NA,0,0
Willow,2021-08-12,4,150,NA,0,0,0,NA,0,0
Willow,2021-09-01,1,150,NA,0,0,0,NA,0,0
Willow,2021-09-01,2,150,NA,0,0,0,NA,0,0
Willow,2021-09-01,3,150,NA,0,0,0,NA,0,0
Willow,2021-09-01,4,150,NA,0,0,0,NA,0,0
Willow,2021-09-17,1,150,NA,0,0,0,NA,0,0
Willow,2021-09-17,2,150,NA,0,0,0,NA,0,0
Willow,2021-09-17,3,150,NA,0,0,0,NA,0,0
Willow,2021-09-17,4,150,NA,0,0,0,NA,0,0
Willow,2021-10-05,1,150,NA,0,0,0,NA,0,0
Willow,2021-10-05,2,150,NA,0,0,0,NA,0,0
Willow,2021-10-05,3,150,13.86666667,1,0.006666666666666667,0.07211538459804918,2021,12675,84.5
Willow,2021-10-05,4,150,NA,0,0,0,NA,0,0
Willow,2021-10-31,1,150,12.5,1,0.006666666666666667,0.08,2021,3721,24.80666666666667
Willow,2021-10-31,2,150,NA,0,0,0,NA,0,0
Willow,2021-10-31,3,150,NA,0,0,0,NA,0,0
Willow,2021-10-31,4,150,NA,0,0,0,NA,0,0
Willow,2022-08-14,1,150,24.55,18,0.12,0.7331975560081466,2022,15532,103.54666666666667
Willow,2022-08-14,2,150,27,20,0.13333333333333333,0.7407407407407407,2022,15403,102.68666666666667
Willow,2022-08-14,3,150,19.93333333,13,0.08666666666666667,0.6521739131525375,2022,11324,75.49333333333334
Willow,2022-08-14,4,150,23.15,16,0.10666666666666667,0.6911447084233262,2022,17700,118
Willow,2022-08-30,1,150,20.46666667,11,0.07333333333333333,0.5374592833000881,2022,21578,143.85333333333332
Willow,2022-08-30,2,150,23.7,23,0.15333333333333332,0.9704641350210971,2022,42523,283.4866666666667
Willow,2022-08-30,3,150,17.33333333,12,0.08,0.6923076924408285,2022,23200,154.66666666666666
Willow,2022-08-30,4,150,21.71666667,20,0.13333333333333333,0.9209516498970144,2022,35954,239.69333333333333
Willow,2022-09-13,1,150,18.08333333,13,0.08666666666666667,0.718894009349105,2022,25352,169.01333333333332
Willow,2022-09-13,2,150,23.4,20,0.13333333333333333,0.8547008547008548,2022,45745,304.96666666666664
Willow,2022-09-13,3,150,17.65,18,0.12,1.019830028328612,2022,38734,258.2266666666667
Willow,2022-09-13,4,150,21.3,22,0.14666666666666667,1.0328638497652582,2022,43119,287.46
Willow,2022-10-11,1,150,16.68333333,19,0.12666666666666668,1.1388611390886836,2022,62317,415.44666666666666
Willow,2022-10-11,2,150,19.91666667,16,0.10666666666666667,0.8033472802002766,2022,51882,345.88
Willow,2022-10-11,3,150,16.41666667,15,0.1,0.9137055835708211,2022,43635,290.9
Willow,2022-10-11,4,150,21.28333333,18,0.12,0.8457321849406001,2022,49295,328.6333333333333
Willow,2022-10-30,1,150,13.71666667,12,0.08,0.8748481164338158,2022,36897,245.98
Willow,2022-10-30,2,150,13.71666667,11,0.07333333333333333,0.8019441067309978,2022,37262,248.41333333333333
Willow,2022-10-30,3,150,12.28333333,10,0.06666666666666667,0.8141112620933817,2022,31592,210.61333333333334
Willow,2022-10-30,4,150,13.55,2,0.013333333333333334,0.14760147601476015,2022,6074,40.49333333333333
