stream,tempsite,year,date,priordate,section,meantempper,avgredds,basin_areasqkm,springprev_point_norm,springprev_basinmean_norm,springprev_iew01km_norm,springprev_iew05km_norm,springprev_iew01km_log_norm,springprev_iew05km_log_norm,seclen,elap,catch,density,cpue,effabun,effden_permeter,lenmean,lensd,lenmed,wtmean,wtsd,wtmed,priorcatch,priorlenmean,priorwtmean,doy,density_log,cpue_log,effden_permeter_log,avgredds_log,strid,yrid,sectid
Fish,fish_downstream,2021,2021-11-05,2021-10-08,4,9.775189384482143,NA,34.679648281834545,0.48561666884563903,0.323937632996843,0.4590021038543752,0.35720893522835245,0.847331139828425,0.7946401245677881,150,22.95,56,0.37333333333333335,2.440087145969499,276781,1845.2066666666667,69.94,10.367551420127109,68,3.162,1.4886906999104952,2.76,47,62.4468085106383,2.72404255319149,309,-0.958850346292951,0.8961235937075147,7.520351984087414,NA,7,1,7.4
Fall,fall_4B,2021,2021-08-08,2021-08-01,1,15.012310372857142,NA,70.06363947300805,0.5024644209024037,0.1353878642357953,0.2364147790744158,0.18600955099061883,0.7185498028821921,0.666453091177311,150,24,20,0.13333333333333333,0.8333333333333334,23886,159.24,34,6.349471590115528,34,0.34950000000000003,0.22783823901596223,0.29500000000000004,NA,NA,NA,220,-1.9425823589626385,-0.17039298592868077,5.070475294452272,NA,6,1,6.1
Fall,fall_4B,2021,2021-08-08,2021-08-01,2,15.012310372857142,NA,69.9627879851302,0.40640289791628287,0.13309593934114955,0.2100445359419325,0.18044103517573887,0.6957948060756636,0.6605442334566345,150,19.96666667,17,0.11333333333333331,0.8514190315773925,21680,144.53333333333333,35.411764705882355,4.757347258838319,36,0.39235294117647057,0.14553905883665327,0.38,NA,NA,NA,220,-2.092864562011977,-0.1491742128316463,4.973579347255816,NA,6,1,6.2
Fall,fall_4B,2021,2021-08-08,2021-08-01,3,15.012310372857142,NA,69.87285466153706,0.03436278138161902,0.13141526469605386,0.1897534304586132,0.17652627048509217,0.6763114914115279,0.6562842276809715,150,22.75,17,0.11333333333333331,0.7472527472527473,26341,175.60666666666663,39.11764705882353,4.526068284686728,38,0.5141176470588236,0.18721841601220124,0.5,NA,NA,NA,220,-2.092864562011977,-0.27805820114773344,5.168303589377427,NA,6,1,6.3
Fall,fall_4B,2021,2021-08-08,2021-08-01,4,15.012310372857142,NA,69.80645604763116,0.31394346712896554,0.12973002377236764,0.17375671940663087,0.172776838230526,0.6594742156649758,0.6521181277721798,150,21.71666667,13,0.08666666666666667,0.5986185724330594,18552,123.68,37.38461538461539,5.650051054908878,37,0.47615384615384615,0.22028536271309773,0.43,NA,NA,NA,220,-2.336486644669727,-0.49656352533510445,4.817778435386918,NA,6,1,6.4
Fall,fall_4B,2021,2021-08-23,2021-08-08,1,13.0569222222,NA,70.06363947300805,0.5024644209024037,0.1353878642357953,0.2364147790744158,0.18600955099061883,0.7185498028821921,0.666453091177311,150,27.03333333,25,0.16666666666666666,0.9247842171300596,44668,297.7866666666667,41.6,7.648529270389178,42,0.656,0.4206443470042913,0.58,20,34,0.34950000000000003,235,-1.7334905611040792,-0.0674395601462514,5.696410926992726,NA,6,1,6.1
Fall,fall_4B,2021,2021-08-23,2021-08-08,2,13.0569222222,NA,69.9627879851302,0.40640289791628287,0.13309593934114955,0.2100445359419325,0.18044103517573887,0.6957948060756636,0.6605442334566345,150,19.81666667,4,0.02666666666666667,0.2018502943310597,6485,43.233333333333334,40.25,1.2583057392117916,40,0.6625,0.12737739202856996,0.615,17,35.411764705882355,0.39235294117647057,235,-3.3058872018578307,-1.5518754125734573,3.7668430789148113,NA,6,1,6.2
Fall,fall_4B,2021,2021-08-23,2021-08-08,3,13.0569222222,NA,69.87285466153706,0.03436278138161902,0.13141526469605386,0.1897534304586132,0.17652627048509217,0.6763114914115279,0.6562842276809715,150,23.86666667,9,0.06,0.3770949720143722,13752,91.68,38.888888888888886,4.196559437338057,38,0.4766666666666667,0.18520259177452136,0.44,17,39.11764705882353,0.5141176470588236,235,-2.6592600369327783,-0.9490852103375219,4.51841332206181,NA,6,1,6.3
Fall,fall_4B,2021,2021-08-23,2021-08-08,4,13.0569222222,NA,69.80645604763116,0.31394346712896554,0.12973002377236764,0.17375671940663087,0.172776838230526,0.6594742156649758,0.6521181277721798,150,17.9,3,0.02,0.1675977653631285,6074,40.49333333333333,44.666666666666664,6.658328118479393,48,1.0266666666666668,0.5603867711976555,1.33,13,37.38461538461539,0.47615384615384615,235,-3.506557897319982,-1.7282340309180435,3.7013842752524106,NA,6,1,6.4
Fall,fall_4B,2021,2021-09-13,2021-08-23,1,11.595136904761905,NA,70.06363947300805,0.5024644209024037,0.1353878642357953,0.2364147790744158,0.18600955099061883,0.7185498028821921,0.666453091177311,150,29.56666667,26,0.17333333333333334,0.8793686582999585,55163,367.7533333333334,45.65384615384615,6.235012799937512,47.5,0.7946153846153846,0.3042266361675883,0.865,25,41.6,0.656,256,-1.69644928942373,-0.11724344067648985,5.907439615339138,NA,6,1,6.1
Fall,fall_4B,2021,2021-09-13,2021-08-23,2,11.595136904761905,NA,69.9627879851302,0.40640289791628287,0.13309593934114955,0.2100445359419325,0.18044103517573887,0.6957948060756636,0.6605442334566345,150,21.6,3,0.02,0.13888888888888887,7441,49.60666666666667,49.666666666666664,4.509249752822894,50,0.8933333333333334,0.23544284515213745,0.91,4,40.25,0.6625,256,-3.506557897319982,-1.9045549633733994,3.904326798793676,NA,6,1,6.2
Fall,fall_4B,2021,2021-09-13,2021-08-23,3,11.595136904761905,NA,69.87285466153706,0.03436278138161902,0.13141526469605386,0.1897534304586132,0.17652627048509217,0.6763114914115279,0.6562842276809715,150,26.71666667,15,0.1,0.5614472862680665,36226,241.50666666666663,48.8,6.002380480157138,48,0.9833333333333332,0.3576643811225959,0.89,9,38.888888888888886,0.4766666666666667,256,-2.2072749131897207,-0.5595830375026075,5.486938483823823,NA,6,1,6.3
Fall,fall_4B,2021,2021-09-13,2021-08-23,4,11.595136904761905,NA,69.80645604763116,0.31394346712896554,0.12973002377236764,0.17375671940663087,0.172776838230526,0.6594742156649758,0.6521181277721798,150,21.51666667,6,0.04,0.2788536018158244,16357,109.04666666666668,51.5,9.418067742376884,48,1.346666666666667,0.7553983496584215,0.985,3,44.666666666666664,1.0266666666666668,256,-2.995732273553991,-1.2418352873300116,4.691867624815404,NA,6,1,6.4
Fall,fall_4B,2021,2021-10-07,2021-09-13,1,8.437934027916667,NA,70.06363947300805,0.5024644209024037,0.1353878642357953,0.2364147790744158,0.18600955099061883,0.7185498028821921,0.666453091177311,150,19.31666667,19,0.12666666666666668,0.9836065572073156,55362,369.08,53.68421052631579,5.793220478177223,55,1.3836842105263158,0.5031369432130094,1.33,26,45.65384615384615,0.7946153846153846,280,-1.9902104079518932,-0.00641396838094332,5.911040516740187,NA,6,1,6.1
Fall,fall_4B,2021,2021-10-07,2021-09-13,2,8.437934027916667,NA,69.9627879851302,0.40640289791628287,0.13309593934114955,0.2100445359419325,0.18044103517573887,0.6957948060756636,0.6605442334566345,150,24.85,22,0.14666666666666667,0.8853118712273641,64663,431.08666666666664,53.95454545454545,5.428998616137784,53,1.4168181818181818,0.4784736283088264,1.35,3,49.666666666666664,0.8933333333333334,280,-1.8536348729461425,-0.11058316193326816,6.06633234956515,NA,6,1,6.2
Fall,fall_4B,2021,2021-10-07,2021-09-13,3,8.437934027916667,NA,69.87285466153706,0.03436278138161902,0.13141526469605386,0.1897534304586132,0.17652627048509217,0.6763114914115279,0.6562842276809715,150,20.63333333,98,0.6533333333333333,4.7495961235459765,379425,2529.5,54.42857142857143,6.208560097751729,54,1.4428571428571428,0.564345385633403,1.28,15,48.8,0.9833333333333332,280,-0.41047764993170865,1.5601628166489911,7.835780887074641,NA,6,1,6.3
Fall,fall_4B,2021,2021-10-07,2021-09-13,4,8.437934027916667,NA,69.80645604763116,0.31394346712896554,0.12973002377236764,0.17375671940663087,0.172776838230526,0.6594742156649758,0.6521181277721798,150,18.4,15,0.1,0.8152173913043479,42121,280.8066666666667,52.46666666666667,7.698484699385111,50,1.4853333333333334,0.7301356690630141,1.15,6,51.5,1.346666666666667,280,-2.2072749131897207,-0.19210842274736778,5.637702024616285,NA,6,1,6.4
Fall,fall_4B,2021,2021-11-05,2021-10-07,1,4.766485632189656,NA,70.06363947300805,0.5024644209024037,0.1353878642357953,0.2364147790744158,0.18600955099061883,0.7185498028821921,0.666453091177311,150,26.11666667,25,0.16666666666666666,0.9572431396353231,74822,498.81333333333333,54.4,5.909032633745278,55,1.4096,0.4331039136281269,1.34,19,53.68421052631579,1.3836842105263158,309,-1.7334905611040792,-0.033305378075596935,6.212251991647895,NA,6,1,6.1
Fall,fall_4B,2021,2021-11-05,2021-10-07,2,4.766485632189656,NA,69.9627879851302,0.40640289791628287,0.13309593934114955,0.2100445359419325,0.18044103517573887,0.6957948060756636,0.6605442334566345,150,25.26666667,43,0.2866666666666667,1.7018469654746904,124839,832.26,54.23076923076923,4.933566759623297,54,1.3741025641025642,0.42582253499438216,1.28,22,53.95454545454545,1.4168181818181818,309,-1.215146104924061,0.5375728843985552,6.724156907407002,NA,6,1,6.2
Fall,fall_4B,2021,2021-11-05,2021-10-07,3,4.766485632189656,NA,69.87285466153706,0.03436278138161902,0.13141526469605386,0.1897534304586132,0.17652627048509217,0.6763114914115279,0.6562842276809715,150,21.21666667,83,0.5533333333333333,3.9120188524882926,276250,1841.6666666666667,53.875,7.2550582055016895,54,1.3641666666666667,0.4724581110179681,1.37,98,54.42857142857143,1.4428571428571428,309,-0.5738837597331276,1.366606534618362,7.518431667567356,NA,6,1,6.3
Fall,fall_4B,2021,2021-11-05,2021-10-07,4,4.766485632189656,NA,69.80645604763116,0.31394346712896554,0.12973002377236764,0.17375671940663087,0.172776838230526,0.6594742156649758,0.6521181277721798,150,16.98333333,13,0.08666666666666667,0.7654563298852711,43584,290.56,57.69230769230769,5.121598308220709,58,1.6092307692307692,0.45305374108122354,1.61,15,52.46666666666667,1.4853333333333334,309,-2.336486644669727,-0.25430361015581465,5.671844511120261,NA,6,1,6.4
Crystal,crystal_1A,2021,2021-08-09,2021-08-01,1,11.164895835,NA,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,14.35,11,0.07333333333333333,0.7665505226480837,6540,43.6,24.363636363636363,1.026910636104941,24,0.09363636363636364,0.02013590190318142,0.1,NA,NA,NA,221,-2.4849066497880004,-0.2528935739277965,3.775286481854675,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-08-09,2021-08-01,2,11.164895835,NA,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,29.01666667,29,0.19333333333333333,0.9994256173464188,17787,118.58,24.724137931034484,1.4613240504061946,25,0.1020689655172414,0.02833212592810344,0.1,NA,NA,NA,221,-1.5929086104828898,0.009381473387820867,4.775672165976704,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-08-09,2021-08-01,3,11.164895835,NA,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,22.65,34,0.22666666666666663,1.501103752759382,22241,148.27333333333334,25.558823529411764,0.9595193389681276,25,0.11515151515151516,0.02451035650000986,0.11,NA,NA,NA,221,-1.4411025976148857,0.4128403458964631,4.999124858022666,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-08-09,2021-08-01,4,11.164895835,NA,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,24.71666667,51,0.34,2.063385030065626,31251,208.34,24.76,1.1876919823329444,25,0.1018,0.02654914580277758,0.1,NA,NA,NA,221,-1.0498221244986776,0.729182551887382,5.339219357868463,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,1,10.103015873142857,NA,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,13.48333333,4,0.02666666666666667,0.2966625464268634,4335,28.9,32.75,3.8622100754188224,34.5,0.2475,0.09287087810503356,0.265,11,24.363636363636363,0.09363636363636364,242,-3.3058872018578307,-1.1820073332619945,3.364187556028255,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,2,10.103015873142857,NA,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,21.9,26,0.17333333333333334,1.1872146118721465,23426,156.17333333333335,29.615384615384617,4.988602394073299,28.5,0.20615384615384616,0.1185943311655974,0.155,29,24.724137931034484,0.1020689655172414,242,-1.69644928942373,0.1799977019604713,5.051030530901723,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,3,10.103015873142857,NA,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,16.83333333,11,0.07333333333333333,0.6534653466640526,8881,59.20666666666666,28.09090909090909,4.482288376589473,28,0.23727272727272727,0.07862453931068965,0.23,34,25.558823529411764,0.11515151515151516,242,-2.4849066497880004,-0.41027865466114477,4.081203033798927,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-08-30,2021-08-09,4,10.103015873142857,NA,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,17.95,29,0.19333333333333333,1.615598885793872,27743,184.95333333333335,30.58620689655172,4.679111953132852,31,0.2227586206896552,0.11880044948580604,0.23,51,24.76,0.1018,242,-1.5929086104828898,0.4858762929895565,5.220157607236268,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,1,9.150026041375,NA,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,10.76666667,1,0.00666666666666666,0.09287925693718908,1225,8.166666666666666,35,NA,35,0.27,NA,0.27,4,32.75,0.2475,258,-4.094344562222101,-2.274199241135658,2.101284569602288,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,2,9.150026041375,NA,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,18.21666667,29,0.19333333333333333,1.5919487645760388,45083,300.55333333333334,38.6551724137931,7.906940270009477,38,0.5586206896551724,0.404657916710708,0.5,26,29.615384615384617,0.20615384615384616,258,-1.5929086104828898,0.47122086597245433,5.70565849161323,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,3,9.150026041375,NA,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,16.5,16,0.10666666666666667,0.9696969696969696,15801,105.34,30.8125,6.379328595811109,28.5,0.256,0.19765771279808797,0.15,11,28.09090909090909,0.23727272727272727,258,-2.1484344131667874,-0.020511969729138598,4.657288140250198,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-09-15,2021-08-30,4,9.150026041375,NA,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,18.06666667,24,0.16,1.3284132838877467,34161,227.74,37.041666666666664,7.315731510671498,37,0.43875,0.273310024633597,0.38,29,30.58620689655172,0.2227586206896552,258,-1.7719568419318752,0.2914847958412725,5.428248536140067,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,1,7.05691666668,NA,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,15.45,21,0.14,1.3592233009708738,44894,299.29333333333335,45.42857142857143,8.818001069241422,46,0.9352380952380952,0.6324920477572745,0.84,1,35,0.27,283,-1.897119984885881,0.3142436454745131,5.7014575518943085,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,2,7.05691666668,NA,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,20.8,52,0.3466666666666667,2.5,124613,830.7533333333333,47.69047619047619,7.069301877555142,48,1.094047619047619,0.5327336749341334,1.0550000000000002,29,38.6551724137931,0.5586206896551724,283,-1.030953640194295,0.9202827531436925,6.722344956860145,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,3,7.05691666668,NA,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,17.96666667,19,0.12666666666666668,1.0575139144605727,36994,246.6266666666667,43.68421052631579,6.394899283186973,45,0.7557894736842106,0.4416045967639387,0.78,16,30.8125,0.256,283,-1.9902104079518932,0.06533250065917996,5.507916268511975,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-10-10,2021-09-15,4,7.05691666668,NA,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,16.35,13,0.08666666666666667,0.7951070336391437,30440,202.93333333333337,47.69230769230769,8.518456583448822,47,1.0746153846153843,0.5782821598581928,0.92,24,37.041666666666664,0.43875,283,-2.336486644669727,-0.21678004935969508,5.312926793932036,NA,5,1,5.4
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,1,4.894568903340909,NA,185.11699019977476,0.05352365827922234,0.05433882313317998,0.07563568367823209,0.05971386195992924,0.5037942585889044,0.4521424343359514,150,16.25,14,0.09333333333333334,0.8615384615384616,33990,226.6,48.42857142857143,9.427572374642418,49.5,1.08,0.6496507937701252,0.945,21,45.42857142857143,0.9352380952380952,305,-2.2697952701710546,-0.13749528242162173,5.4232304782468335,NA,5,1,5.1
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,2,4.894568903340909,NA,184.9984270231693,0.0663788188495985,0.05421510003984358,0.07352684164417467,0.05893153579961339,0.4986413609980433,0.44976450411377994,150,24,69,0.46,2.875,152413,1016.0866666666668,49.30434782608695,6.545123936412142,50,1.1065217391304347,0.4522350293145484,1.12,52,47.69047619047619,1.094047619047619,305,-0.7550225842780327,1.0595248999600628,6.923723767969445,NA,5,1,5.2
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,3,4.894568903340909,NA,184.67330835335304,0.03898470823827031,0.05402850433042065,0.06962903860520749,0.05768657940125573,0.4887490599063512,0.4459216883596798,150,14.06666667,11,0.07333333333333333,0.7819905211417084,23471,156.47333333333333,45.36363636363637,9.13534594060594,42,0.9209090909090908,0.6602189719396823,0.71,19,43.68421052631579,0.7557894736842106,305,-2.4849066497880004,-0.23320585549474998,5.052949508036447,NA,5,1,5.3
Crystal,crystal_1A,2021,2021-11-01,2021-10-10,4,4.894568903340909,NA,183.08766739800328,0.04303127363371734,0.05402618004827665,0.07328687220244008,0.05772608415118684,0.4980464113057903,0.4460447578925193,150,15.2,8,0.05333333333333334,0.5263157894736842,19080,127.2,46.75,15.097303448913364,41.5,1.1675,1.2547595102534304,0.61,13,47.69230769230769,1.0746153846153843,305,-2.7593434954897607,-0.6230321319318071,4.84583926416812,NA,5,1,5.4
Spread,spread_1A,2021,2021-08-10,2021-08-01,1,13.05263888888889,NA,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,150,19.31666667,1,0.00666666666666666,0.05176876616880608,1225,8.166666666666666,35,NA,35,0.4,NA,0.4,NA,NA,NA,222,-4.094344562222101,-2.7843574440762837,2.101284569602288,NA,11,1,11.1
Spread,spread_1A,2021,2021-08-10,2021-08-01,2,13.05263888888889,NA,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,20.6,6,0.04,0.2912621359223301,6485,43.233333333333334,32.5,5.431390245600108,34,0.2816666666666667,0.12237919213112444,0.29000000000000004,NA,NA,NA,222,-2.995732273553991,-1.199774509769347,3.7668430789148113,NA,11,1,11.2
Spread,spread_1A,2021,2021-08-10,2021-08-01,3,13.05263888888889,NA,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,150,28.41666667,7,0.04666666666666667,0.24633431082154436,7575,50.5,32.714285714285715,3.728908942943218,34,0.31142857142857144,0.1046308704332476,0.33,NA,NA,NA,222,-2.8705691305999848,-1.3612727848038462,3.9221713364799613,NA,11,1,11.3
Spread,spread_1A,2021,2021-08-10,2021-08-01,4,13.05263888888889,NA,192.16591881262588,0.01783543826197304,0.06664397476336606,0.04131700012455974,0.05890219832919418,0.3965953836606836,0.4496747840637001,150,18.88333333,10,0.06666666666666667,0.5295675199522626,12268,81.78666666666666,35,1.4142135623730951,35,0.365,0.06168918507773915,0.375,NA,NA,NA,222,-2.5682882587270512,-0.6169873492840247,4.404236492982155,NA,11,1,11.4
Spread,spread_1A,2021,2021-08-31,2021-08-10,1,11.398174603904762,NA,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,150,21.33333333,10,0.06666666666666667,0.46875000007324225,43110,287.4,46.1,5.8013408411810765,46,0.941,0.38193804035035145,0.92,1,35,0.4,243,-2.5682882587270512,-0.7365767383342948,5.660909767750806,NA,11,1,11.1
Spread,spread_1A,2021,2021-08-31,2021-08-10,2,11.398174603904762,NA,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,17,8,0.05333333333333334,0.4705882352941176,14600,97.33333333333331,42.25,6.7559497587576205,40.5,0.69625,0.33848137741557194,0.6000000000000001,6,32.5,0.2816666666666667,243,-2.7593434954897607,-0.7327444351843047,4.5782442480488355,NA,11,1,11.2
Spread,spread_1A,2021,2021-08-31,2021-08-10,3,11.398174603904762,NA,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,150,23.93333333,5,0.03333333333333333,0.20891364905416623,27472,183.14666666666668,52,7.3484692283495345,54,1.156,0.42169894474613046,1.14,7,32.714285714285715,0.31142857142857144,243,-3.138833117194664,-1.5190779234772818,5.210341888598758,NA,11,1,11.3
Spread,spread_1A,2021,2021-08-31,2021-08-10,4,11.398174603904762,NA,192.16591881262588,0.01783543826197304,0.06664397476336606,0.04131700012455974,0.05890219832919418,0.3965953836606836,0.4496747840637001,150,11.11666667,1,0.00666666666666666,0.0899550224617826,2025,13.5,45,NA,45,0.63,NA,0.63,10,35,0.365,243,-4.094344562222101,-2.303034969555507,2.6034301519721073,NA,11,1,11.4
Spread,spread_1A,2021,2021-09-16,2021-08-31,1,9.7404947915625,NA,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,46.1,0.941,259,NA,NA,NA,NA,11,1,11.1
Spread,spread_1A,2021,2021-09-16,2021-08-31,2,9.7404947915625,NA,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,12.38333333,2,0.01333333333333333,0.16150740246608544,5202,34.68,51,0,51,1.1,0.08485281374238562,1.1,8,42.25,0.69625,259,-3.757872325600888,-1.7631288502400873,3.5464514609816584,NA,11,1,11.2
Spread,spread_1A,2021,2021-09-16,2021-08-31,3,9.7404947915625,NA,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,52,1.156,259,NA,NA,NA,NA,11,1,11.3
Spread,spread_1A,2021,2021-09-16,2021-08-31,4,9.7404947915625,NA,192.16591881262588,0.01783543826197304,0.06664397476336606,0.04131700012455974,0.05890219832919418,0.3965953836606836,0.4496747840637001,150,9.766666667,2,0.01333333333333333,0.204778156989598,5162,34.413333333333334,50,12.727922061357855,50,1.165,0.8131727983645296,1.165,1,45,0.63,259,-3.757872325600888,-1.5381496115107658,3.538734629015203,NA,11,1,11.4
Spread,spread_1A,2021,2021-10-04,2021-09-16,1,6.273819444444444,NA,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,150,26.68333333,2,0.01333333333333333,0.07495315428793918,6970,46.46666666666667,59,2.8284271247461903,59,1.725,0.14849242404917495,1.725,NA,NA,NA,277,-3.757872325600888,-2.465655300441836,3.83895039453882,NA,11,1,11.1
Spread,spread_1A,2021,2021-10-04,2021-09-16,2,6.273819444444444,NA,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,19.28333333,8,0.05333333333333334,0.414866032915275,23163,154.42,53.625,4.749060057376767,54.5,1.56,0.3786819245752297,1.525,2,51,1.1,277,-2.7593434954897607,-0.8559813764188784,5.03974091923491,NA,11,1,11.2
Spread,spread_1A,2021,2021-10-04,2021-09-16,3,6.273819444444444,NA,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,150,39.2,6,0.04,0.1530612244897959,20395,135.96666666666667,58.166666666666664,4.355073669487885,56.5,1.77,0.3740588189041933,1.75,NA,NA,NA,277,-2.995732273553991,-1.8136295383324434,4.91248330238902,NA,11,1,11.3
Spread,spread_1A,2021,2021-10-04,2021-09-16,4,6.273819444444444,NA,192.16591881262588,0.01783543826197304,0.06664397476336606,0.04131700012455974,0.05890219832919418,0.3965953836606836,0.4496747840637001,80,17.2,2,0.025,0.11627906976744186,6994,87.425,59,5.656854249492381,59,1.97,0.45254833995939053,1.97,2,50,1.165,277,-3.3524072174927233,-2.0692609817477186,4.470895660165623,NA,11,1,11.4
Spread,spread_1A,2021,2021-10-30,2021-10-04,1,3.2055201049615385,NA,196.85150967199257,0.07419975493931538,0.06708508172403091,0.06226500963138235,0.06168978298108035,0.46859277603003135,0.45802660179317906,150,20.85,12,0.08,0.5755395683453237,225108,1500.72,55.666666666666664,5.499311251640903,57,1.5225,0.4211051477416839,1.49,2,59,1.725,303,-2.4079456086518722,-0.5352215177917418,7.313706935373153,NA,11,1,11.1
Spread,spread_1A,2021,2021-10-30,2021-10-04,2,3.2055201049615385,NA,196.3875281275301,0.07684339987050551,0.06701645504488013,0.05937778229056292,0.06130137818788175,0.4600938962235616,0.4568834140556088,150,25.2,13,0.08666666666666667,0.5158730158730159,37664,251.09333333333333,53.69230769230769,3.9451365710330695,55,1.3815384615384616,0.34401662154238405,1.36,8,53.625,1.56,303,-2.336486644669727,-0.642695510079728,5.525864540999097,NA,11,1,11.2
Spread,spread_1A,2021,2021-10-30,2021-10-04,3,3.2055201049615385,NA,196.0516530440073,0.09544088904099604,0.06690426700617687,0.05233276484030042,0.06045472440105199,0.43768247610935174,0.4543688120115057,150,32,4,0.02666666666666667,0.125,12942,86.28,56.5,7.593857166596345,54.5,1.595,0.7262001560635103,1.42,6,58.166666666666664,1.77,303,-3.3058872018578307,-2.0024805005437076,4.4577137165202165,NA,11,1,11.3
Spread,spread_1A,2021,2021-10-30,2021-10-04,4,3.2055201049615385,NA,192.16591881262588,0.01783543826197304,0.06664397476336606,0.04131700012455974,0.05890219832919418,0.3965953836606836,0.4496747840637001,150,17.28333333,2,0.01333333333333333,0.11571841853726487,7208,48.053333333333335,60,2.8284271247461903,60,1.94,0.6363961030678928,1.94,2,59,1.97,303,-3.757872325600888,-2.073710646377317,3.872519585650446,NA,11,1,11.4
