stream,date,section,lenmean,lensd,lenmed,wtmean,wtsd,wtmed
Flat,2022-08-26,4,24.5,2.1213203435596424,24.5,0.15,0.042426406871192854,0.15
Flat,2022-09-17,1,50.578947368421055,7.1516570688484045,49,1.2363157894736843,0.5846101314961564,1
Flat,2022-09-17,2,57.5,2.1213203435596424,57.5,1.62,0.31112698372208103,1.62
Flat,2022-10-03,1,54,4.58257569495584,55,1.2966666666666666,0.3464582706955245,1.45
Flat,2022-10-03,2,61,8.48528137423857,61,2.095,0.9121677477306465,2.095
Flat,2022-10-03,3,62,NA,62,2.48,NA,2.48
Flat,2022-10-03,4,32.2,5.805170109479997,31,0.264,0.15946786510140532,0.23
Flat,2022-10-31,1,58,4.847679857416329,56,1.658,0.517754768205953,1.47
Flat,2022-10-31,2,76,NA,76,3.22,NA,3.22
Flat,2022-10-31,4,53,NA,53,1.25,NA,1.25
Lower Bar BC,2021-08-06,1,26.59375,4.562506794950365,24.5,0.15328125,0.08677748752568169,0.11
Lower Bar BC,2021-08-06,2,24.50769230769231,1.4590565972045615,24,0.11296875,0.029150931129455982,0.11
Lower Bar BC,2021-08-06,3,23.8,1.2396943596157715,23,0.085,0.017621756887140214,0.08
Lower Bar BC,2021-08-06,4,23,1.4142135623730951,23,0.105,0.021213203435596427,0.105
Lower Bar BC,2021-08-21,1,28.18,5.92707382117286,26.5,0.191,0.1876846030021686,0.11499999999999999
Lower Bar BC,2021-08-21,2,26.02,3.1783065700245507,25,0.1156,0.07080182172221047,0.09
Lower Bar BC,2021-08-21,3,24.84,2.003670101975627,24,0.1232,0.0450142834474316,0.11
Lower Bar BC,2021-09-13,1,39.214285714285715,7.155198397773346,39,0.5980952380952381,0.36887593323922974,0.52
Lower Bar BC,2021-09-13,2,35.297872340425535,5.388856834556727,35,0.38,0.20105158325771716,0.33
Lower Bar BC,2021-09-13,3,36.71875,6.98031506359826,38,0.43333333333333335,0.2472810479326442,0.42
Lower Bar BC,2021-09-13,4,33.68421052631579,4.932546423983363,33.5,0.35973684210526313,0.16893124848316993,0.34
Lower Bar BC,2021-10-06,1,54.36734693877551,7.140535336930921,53,1.5787755102040817,0.6525291585217387,1.43
Lower Bar BC,2021-10-06,2,47.48888888888889,7.6681816684928705,49,1.1304444444444444,0.5163506364845305,1.12
Lower Bar BC,2021-10-06,3,47.63265306122449,6.098817773248559,47,1.0722448979591837,0.39644390789725037,1.05
Lower Bar BC,2021-10-06,4,46.51020408163265,4.27259897963948,47,0.9973469387755102,0.2916460148179359,1
Lower Bar BC,2021-11-02,1,58.13636363636363,7.95215608934738,56.5,2.0136363636363637,0.8563744315537611,1.79
Lower Bar BC,2021-11-02,2,54.42857142857143,4.920196473041837,55,1.535,0.426811864112209,1.49
Lower Bar BC,2021-11-02,3,53.61904761904762,6.112571535627613,53,1.4357142857142857,0.5224713452623111,1.3599999999999999
Lower Bar BC,2021-11-02,4,53.46341463414634,5.895326797454106,54,1.5995121951219513,0.5725467283091932,1.56
Lower Bar BC,2022-08-08,3,30,NA,30,0.25,NA,0.25
Lower Bar BC,2022-08-29,1,26.344827586206897,2.409443653462729,26,0.13379310344827586,0.045780048141977454,0.12
Lower Bar BC,2022-08-29,2,26.58974358974359,1.9017713172329453,27,0.15,0.04328607409463597,0.15
Lower Bar BC,2022-08-29,3,26.037037037037038,1.4272480642961256,26,0.12111111111111111,0.030170455917277923,0.12
Lower Bar BC,2022-08-29,4,26.125,1.1474609652039003,26,0.13375,0.029183328574147717,0.14
Lower Bar BC,2022-09-17,1,34.8,3.739226949760897,35,0.3748888888888889,0.13447916740018306,0.37
Lower Bar BC,2022-09-17,2,35,3.8221323436236365,35,0.38468085106382977,0.14026141841187875,0.37
Lower Bar BC,2022-09-17,3,33.885714285714286,3.9315573068623655,34,0.3414285714285714,0.11978271644800792,0.33
Lower Bar BC,2022-09-17,4,34.214285714285715,3.154739442867026,35,0.3585714285714286,0.10028530728448139,0.38
Lower Bar BC,2022-10-02,1,42.3125,5.462112907964722,42,0.7359375,0.34325631704827864,0.6699999999999999
Lower Bar BC,2022-10-02,2,39.851063829787236,4.813832981533329,40,0.5970212765957447,0.22526230983703752,0.57
Lower Bar BC,2022-10-02,3,39,5.063877678504601,39,0.5617241379310345,0.21401049649687146,0.53
Lower Bar BC,2022-10-02,4,37.8235294117647,4.693550017279659,40,0.5035294117647059,0.15214882420144546,0.56
Lower Bar BC,2022-10-29,1,52.375,4.901693150808285,52,1.3254166666666667,0.45947684558768104,1.205
Lower Bar BC,2022-10-29,2,48.59375,4.271883886002038,49,1.0478125,0.26720457759986554,1.05
Lower Bar BC,2022-10-29,3,52.62,7.093802986855959,52,1.428,0.6269199083045389,1.255
Lower Bar BC,2022-10-29,4,49.325,6.293617035109094,47.5,1.14525,0.5055739946858067,0.96
Mosquito,2022-08-02,1,25.428571428571427,1.5045717874984443,25.5,0.11642857142857144,0.030282552188231546,0.11499999999999999
Mosquito,2022-08-02,2,25.333333333333332,2,25,0.11777777777777777,0.0338296385503074,0.11
Mosquito,2022-08-02,3,25.962962962962962,2.3936049651821683,25,0.12222222222222222,0.05116589408921453,0.12
Mosquito,2022-08-02,4,30,2.8284271247461903,31,0.21,0.06819090848492927,0.2
Mosquito,2022-08-23,1,37.425,5.943699529969874,36.5,0.50325,0.26694268567596574,0.435
Mosquito,2022-08-23,2,37.91304347826087,6.542956264552125,38,0.5517391304347826,0.2768926962153233,0.49
Mosquito,2022-08-23,3,37.52777777777778,5.15744184157285,36.5,0.4741666666666667,0.2163248219031477,0.405
Mosquito,2022-08-23,4,37.638888888888886,3.7275252439714537,37,0.4963888888888889,0.17437484710125856,0.475
Mosquito,2022-09-10,1,46.53333333333333,7.285949318466631,47.5,1.051,0.4912921035743224,1.0150000000000001
Mosquito,2022-09-10,2,47.2,8.195527235429498,48,1.0432,0.62038778195577,0.94
Mosquito,2022-09-10,3,45.41379310344828,6.742812265025574,46,0.9010714285714285,0.37876347829057183,0.89
Mosquito,2022-09-10,4,47.18518518518518,8.840627531838175,46,1.0644444444444445,0.6909599416939024,0.91
Mosquito,2022-10-01,1,51.19047619047619,9.474275949216635,55,1.3023809523809524,0.6531531578573647,1.49
Mosquito,2022-10-01,2,53.1764705882353,8.819263674746656,53,1.4823529411764707,0.7549050388274401,1.36
Mosquito,2022-10-01,3,51.642857142857146,4.049827021132989,52,1.1935714285714285,0.26555043394246786,1.26
Mosquito,2022-10-01,4,51.77777777777778,9.515037977455387,52.5,1.356111111111111,0.7782872514384608,1.255
Mosquito,2022-10-27,2,48,2,48,0.8666666666666667,0.08144527815247074,0.83
Mosquito,2022-10-27,4,52,NA,52,1.23,NA,1.23
Spread,2021-08-10,1,35,NA,35,0.4,NA,0.4
Spread,2021-08-10,2,32.5,5.431390245600108,34,0.2816666666666667,0.12237919213112443,0.29000000000000004
Spread,2021-08-10,3,32.714285714285715,3.728908942943218,34,0.31142857142857144,0.1046308704332476,0.33
Spread,2021-08-10,4,35,1.4142135623730951,35,0.365,0.06168918507773915,0.375
Spread,2021-08-31,1,46.1,5.8013408411810765,46,0.9410000000000001,0.38193804035035145,0.92
Spread,2021-08-31,2,42.25,6.7559497587576205,40.5,0.69625,0.33848137741557194,0.6000000000000001
Spread,2021-08-31,3,52,7.3484692283495345,54,1.156,0.42169894474613046,1.14
Spread,2021-08-31,4,45,NA,45,0.63,NA,0.63
Spread,2021-09-16,2,51,0,51,1.1,0.08485281374238562,1.1
Spread,2021-09-16,4,50,12.727922061357855,50,1.165,0.8131727983645296,1.165
Spread,2021-10-04,1,59,2.8284271247461903,59,1.725,0.14849242404917495,1.725
Spread,2021-10-04,2,53.625,4.749060057376767,54.5,1.56,0.3786819245752297,1.525
Spread,2021-10-04,3,58.166666666666664,4.355073669487885,56.5,1.77,0.37405881890419324,1.75
Spread,2021-10-04,4,59,5.656854249492381,59,1.97,0.45254833995939053,1.97
Spread,2021-10-30,1,55.666666666666664,5.499311251640903,57,1.5225,0.4211051477416839,1.49
Spread,2021-10-30,2,53.69230769230769,3.9451365710330695,55,1.3815384615384616,0.34401662154238405,1.36
Spread,2021-10-30,3,56.5,7.593857166596345,54.5,1.595,0.7262001560635103,1.42
Spread,2021-10-30,4,60,2.8284271247461903,60,1.94,0.6363961030678928,1.94
Spread,2022-08-09,1,24.2,1.9235384061671346,24,0.092,0.032710854467592254,0.09
Spread,2022-08-09,2,24.214285714285715,1.8050600428356278,24,0.1,0.02773500981126146,0.09
Spread,2022-08-09,3,25.32,2.3579652245103193,25,0.122,0.04636809247747852,0.1
Spread,2022-08-09,4,25.571428571428573,2.408775166385979,25,0.11357142857142857,0.04413391210624997,0.1
Spread,2022-08-28,1,36.5,7.047458170621991,35.5,0.4425,0.25773047937719745,0.385
Spread,2022-08-28,2,39.333333333333336,6.8068592855540455,37,0.51,0.25238858928247926,0.47
Spread,2022-08-28,3,36.8,6.685805860178712,35,0.476,0.23922792479140054,0.38
Spread,2022-09-12,1,44.25,4.803272693844122,44,0.845,0.29340367122058014,0.845
Spread,2022-09-12,2,46.5,1.7320508075688772,46,0.9199999999999999,0.15748015748023617,0.88
Spread,2022-09-12,3,42.1,4.201851443775179,43,0.6890000000000001,0.19370366829544325,0.6799999999999999
Spread,2022-09-12,4,42.5,2.1213203435596424,42.5,0.625,0.1626345596729059,0.625
Spread,2022-10-12,1,51.42857142857143,7.41298731635101,52,1.2328571428571429,0.4889687885647469,1.25
Spread,2022-10-12,2,47.2,9.338094023943002,50,0.974,0.5017270174108626,1.07
Spread,2022-10-12,3,52.666666666666664,5.715476066494082,52,1.2033333333333334,0.48722342581886047,1.115
Spread,2022-10-12,4,54,NA,54,1.49,NA,1.49
Spread,2022-10-26,NA,0,NA,0,0,NA,0
Upper Bar BC,2021-08-05,1,26.137254901960784,3.8947520306081396,25,0.1625,0.09345635831280238,0.13
Upper Bar BC,2021-08-05,2,22.6,3.0522028158340833,22,0.105,0.05539711707038684,0.09
Upper Bar BC,2021-08-05,3,24.153846153846153,0.9870962335856491,24,0.1076923076923077,0.013634420996046582,0.11
Upper Bar BC,2021-08-05,4,23,1.4509525002200232,23,0.10250000000000001,0.022448772091610104,0.1
Upper Bar BC,2021-08-20,1,26.7,4.214890997694837,25.5,0.1484,0.11969962405956003,0.11499999999999999
Upper Bar BC,2021-08-20,2,25.48,3.0920569733642704,24,0.12560000000000002,0.07088824202322172,0.1
Upper Bar BC,2021-08-20,3,30.763157894736842,3.299747824323122,31.5,0.23421052631578948,0.08179181148955274,0.25
Upper Bar BC,2021-08-20,4,26.8,2.8284271247461903,26,0.14200000000000002,0.06269459502140483,0.12
Upper Bar BC,2021-09-09,1,40.351351351351354,6.451598493638853,39,0.5821621621621622,0.2967334675272588,0.53
Upper Bar BC,2021-09-09,2,33.02,8.830582295266229,31,0.369,0.382378432061907,0.22999999999999998
Upper Bar BC,2021-09-09,3,42.666666666666664,4.415880433163924,44,0.7955555555555556,0.25239409220062536,0.94
Upper Bar BC,2021-09-09,4,33.78,5.319544249313861,34,0.3052,0.1587481640581608,0.28
Upper Bar BC,2021-10-09,1,47.87755102040816,5.023414563576355,48,1.1640816326530612,0.3970616994841972,1.09
Upper Bar BC,2021-10-09,2,51.7,7.964846232677947,51,1.3878,0.6084181228767745,1.29
Upper Bar BC,2021-10-09,3,54.93877551020408,7.6305530688184335,54,1.8026530612244898,0.9716325941214528,1.6
Upper Bar BC,2021-10-09,4,49.74,7.280978853232887,49.5,1.243,0.6971845713515269,1.085
Upper Bar BC,2021-11-04,1,56.2,7.033447785766383,54,1.793,0.6971055317876768,1.52
Upper Bar BC,2021-11-04,2,51.3125,9.880469129184402,50,1.363125,1.0218009887636135,1.16
Upper Bar BC,2021-11-04,3,59.104166666666664,6.9992084152221326,58.5,2.0397916666666664,0.8062904011538943,1.7850000000000001
Upper Bar BC,2021-11-04,4,56.66,7.3668036432612585,56,1.905,0.8338312118144285,1.775
Upper Bar BC,2022-08-04,1,27.608695652173914,3.5769353367319985,29,0.1608695652173913,0.07656922260152817,0.18
Upper Bar BC,2022-08-04,2,22,0,22,0.09,0.028284271247461894,0.09
Upper Bar BC,2022-08-25,1,31.06,7.008478829974739,28.5,0.283,0.21646746468073702,0.20500000000000002
Upper Bar BC,2022-08-25,2,27.3,3.944771791852593,26,0.157,0.11145146285010606,0.11499999999999999
Upper Bar BC,2022-08-25,3,25.2,2.718042512920064,24,0.1282,0.06219423163750471,0.10500000000000001
Upper Bar BC,2022-08-25,4,26.367346938775512,3.5278291102734154,25,0.14,0.07634897947364239,0.12
Upper Bar BC,2022-09-14,1,39.8,7.892129895390362,40,0.657,0.44592600283006595,0.595
Upper Bar BC,2022-09-14,2,36.98,5.452915340832435,37,0.4838,0.23010991162609973,0.485
Upper Bar BC,2022-09-14,3,34.44,6.474943857608626,34,0.4062,0.29379216588379936,0.335
Upper Bar BC,2022-09-14,4,34.62,5.506545270523664,34,0.4152,0.3061694875425061,0.33999999999999997
Upper Bar BC,2022-10-04,1,46.46,7.5083898651672945,47.5,1.0162,0.4844516782625782,0.98
Upper Bar BC,2022-10-04,2,47.32,8.350583506435893,48,1.0948,0.5978233989453161,1.06
Upper Bar BC,2022-10-04,3,47.34,6.463745044476925,47,1.048,0.4776643856371568,0.94
Upper Bar BC,2022-10-04,4,47.08,7.4198850312893,45.5,1.0536,0.5784100656814616,0.9
Upper Bar BC,2022-11-01,1,51.68,6.4124878167525585,50.5,1.2744,0.49592692022523,1.125
Upper Bar BC,2022-11-01,2,55.16,7.391003908503242,55,1.5288,0.5979374071398634,1.4249999999999998
Upper Bar BC,2022-11-01,3,54.14,5.969343450036176,54,1.5048,0.49863585338974,1.435
Upper Bar BC,2022-11-01,4,56.54,6.175032016772323,56,1.6578,0.554143170183685,1.58
Willow,2021-08-12,NA,0,NA,0,0,NA,0
Willow,2021-09-01,NA,0,NA,0,0,NA,0
Willow,2021-09-17,NA,0,NA,0,0,NA,0
Willow,2021-10-05,3,65,NA,65,2.62,NA,2.62
Willow,2021-10-31,1,61,NA,61,2.21,NA,2.21
Willow,2022-08-14,1,28.444444444444443,7.547669856415151,25.5,0.2222222222222222,0.2585833704574294,0.09
Willow,2022-08-14,2,27.25,5.38882860037416,26,0.171,0.15477997966553414,0.12
Willow,2022-08-14,3,28,9.71253485622231,25,0.27384615384615385,0.3296598868919921,0.11
Willow,2022-08-14,4,32.25,8.402380615040002,28.5,0.353125,0.3045809963430636,0.175
Willow,2022-08-30,1,43.45454545454545,8.981799779149348,46,0.9663636363636363,0.5727350648820574,1.14
Willow,2022-08-30,2,42.130434782608695,8.786892861871477,41,0.792608695652174,0.5010191194982151,0.58
Willow,2022-08-30,3,43.5,6.694638288823514,44,0.8708333333333333,0.42262079141156,0.8200000000000001
Willow,2022-08-30,4,41.3,9.841373459987553,39.5,0.72,0.5992714875492355,0.48
Willow,2022-09-13,1,44,3.9157800414902435,43,0.7746153846153846,0.21884604118783993,0.76
Willow,2022-09-13,2,47.15,8.21599851381117,46,1.035,0.5214201255882065,0.87
Willow,2022-09-13,3,45.888888888888886,6.986448133088792,47,0.9527777777777778,0.43346491215017563,0.98
Willow,2022-09-13,4,43.65,8.31786283279925,43,0.8565,0.493700047439845,0.765
Willow,2022-10-11,1,56.578947368421055,9.1123590644409,57,1.6752631578947368,0.8462490336187006,1.5
Willow,2022-10-11,2,56.125,9.938980497683518,58,1.7825,0.8858780954510614,1.76
Willow,2022-10-11,3,53.4,7.844925566431917,50,1.4033333333333333,0.5937010631462204,1.28
Willow,2022-10-11,4,51.72222222222222,8.194729694824707,52,1.2994444444444444,0.5525818781195632,1.22
Willow,2022-10-30,1,54.916666666666664,8.016554840774901,55,1.5758333333333332,0.6161974054020695,1.51
Willow,2022-10-30,2,57.81818181818182,6.9974021153308295,58,1.741818181818182,0.6811727854490104,1.58
Willow,2022-10-30,3,55.8,7.114929530376406,54.5,1.479,0.5344665045112224,1.3900000000000001
Willow,2022-10-30,4,54,15.556349186104045,54,1.45,1.1596551211459378,1.45
